WKT,objectid,facilityid,accountid,metservice,servicetype,installdate,locdesc,rotation,locationid,critical,enabled,activeflag,ownedby,maintby,lastupdate,lasteditor,globalid,comments,doc_name,status,ResourceID
POINT (-122.404848937648 37.8071536559698),94,,,,METER,,,,,,1,,8,,,,{111A071F-B3DF-4441-97D7-CB09DC7FA506},,,ACT,111A071F-B3DF-4441-97D7-CB09DC7FA506
POINT (-122.404785665197 37.8073086287363),95,,,,METER,,,,,,1,,8,,,,{C0219582-D4F6-4134-BCF5-8C2683000CE2},,,ACT,C0219582-D4F6-4134-BCF5-8C2683000CE2
POINT (-122.404836795276 37.8074240670238),96,,,,METER,,,,,,1,,8,,,,{9DFA9E45-E980-4D1C-814D-208B510C3370},,,ACT,9DFA9E45-E980-4D1C-814D-208B510C3370
POINT (-122.404737744748 37.8073882359423),97,,,,METER,,,,,,1,,8,,,,{09491330-2A02-4402-B88B-E9EB2855E8D4},,,ACT,09491330-2A02-4402-B88B-E9EB2855E8D4
POINT (-122.404628920924 37.8076337200093),98,,,,METER,,,,,,1,,8,,,,{9BD78E72-5B32-4B84-8E02-E999BEBE9A45},,,ACT,9BD78E72-5B32-4B84-8E02-E999BEBE9A45
POINT (-122.404560695687 37.807790618287),99,,,,METER,,,,,,1,,8,,,,{9F0AE940-5D60-4632-92FC-244856F5DBD3},,,ACT,9F0AE940-5D60-4632-92FC-244856F5DBD3
POINT (-122.404452693025 37.8080262702221),100,,,,METER,,,,,,1,,8,,,,{6FDDF94B-2D11-4790-923C-DED468CE2B2D},,,ACT,6FDDF94B-2D11-4790-923C-DED468CE2B2D
POINT (-122.404228431225 37.8085236194949),101,,,,METER,,,,,,1,,8,,,,{B993CEEF-AF27-42C2-8984-7D4B3C9B0EDA},,,ACT,B993CEEF-AF27-42C2-8984-7D4B3C9B0EDA
POINT (-122.404451405222 37.8082862465279),102,,,,METER,,,,,,1,,8,,,,{8C12C194-AEF3-4A7F-AB72-7DF2BCE141D9},,,ACT,8C12C194-AEF3-4A7F-AB72-7DF2BCE141D9
POINT (-122.40455679219 37.808056301851),103,,,,METER,,,,,,1,,8,,,,{209B3323-0E38-4254-AFB5-450271BD0832},,,ACT,209B3323-0E38-4254-AFB5-450271BD0832
POINT (-122.404721020699 37.8079390654566),104,,,,METER,,,,,,1,,8,,,,{B742AD93-DE51-4707-B222-122B74AC9506},,,ACT,B742AD93-DE51-4707-B222-122B74AC9506
POINT (-122.405749826346 37.8068539161081),105,,,,METER,,,,,,1,,8,,,,{F4F58993-3E46-410A-915C-88548296E5F6},,,ACT,F4F58993-3E46-410A-915C-88548296E5F6
POINT (-122.405695039365 37.8070214800683),106,,,,METER,,,,,,1,,8,,,,{47697BD6-C18D-4830-97F4-A492EEB309A5},,,ACT,47697BD6-C18D-4830-97F4-A492EEB309A5
POINT (-122.406091059892 37.8070402492809),107,,,,METER,,,,,,1,,8,,,,{13860276-16C6-4B01-A682-7713A04351D2},,,ACT,13860276-16C6-4B01-A682-7713A04351D2
POINT (-122.406397645746 37.8071852028699),108,,,,METER,,,,,,1,,8,,,,{C4CB04D7-3534-4BA5-90D7-EF2F2F49426F},,,ACT,C4CB04D7-3534-4BA5-90D7-EF2F2F49426F
POINT (-122.376982023112 37.7399463553072),109,,,,METER,,,,,,1,,8,,,,{5950DB80-C297-42FC-B560-5368FD453E7C},,,ACT,5950DB80-C297-42FC-B560-5368FD453E7C
POINT (-122.372375816112 37.7445323497628),110,,,,METER,,,,,,1,,8,,,,{1C16D795-A8A6-4BAA-BC58-B8B6107EDA1C},,,ACT,1C16D795-A8A6-4BAA-BC58-B8B6107EDA1C
POINT (-122.372352746502 37.7445434209302),111,,,,METER,,,,,,1,,8,,,,{4B84B3D7-06CC-40A2-AC8A-9135541CEDD4},,,ACT,4B84B3D7-06CC-40A2-AC8A-9135541CEDD4
POINT (-122.375406068033 37.7418675861288),112,,,,METER,,,,,,1,,8,,,,{08B35559-01DF-4AA6-B4A7-F3FC38530F8D},Water hydrant nexo to meter,,ACT,08B35559-01DF-4AA6-B4A7-F3FC38530F8D
POINT (-122.375406068033 37.7418675861288),113,,,,METER,,,,,,1,,8,,,,{98FAB634-EE5B-4F91-BF24-9A0A43A07F4B},NeXT to hydrant,,ACT,98FAB634-EE5B-4F91-BF24-9A0A43A07F4B
POINT (-122.376521127201 37.7407057731177),114,,,,METER,,,,,,1,,8,,,,{DFE9C5A8-7D5E-4B53-8606-8BF4698C9652},Old resturaunt,,ACT,DFE9C5A8-7D5E-4B53-8606-8BF4698C9652
POINT (-122.375096823535 37.7421500913352),115,,,,METER,,,,,,1,,8,,,,{E21565C2-4651-4E43-8DD4-A440D98DCD4B},Hanson Agregates- Truck Wash,,ACT,E21565C2-4651-4E43-8DD4-A440D98DCD4B
POINT (-122.37761890963 37.7408255673009),116,,,,METER,,,,,,1,,8,,,,{7972FD44-6CD5-4BB0-89F2-CB18113CB179},,,ACT,7972FD44-6CD5-4BB0-89F2-CB18113CB179
POINT (-122.385138828737 37.7457318439651),117,,,,METER,,,,,,1,,8,,,,{19EF3DF5-A049-410D-B30D-777D6CBDD9F4},Fence,,ACT,19EF3DF5-A049-410D-B30D-777D6CBDD9F4
POINT (-122.385138828737 37.7457318439651),118,,,,METER,,,,,,1,,8,,,,{763D6B68-BD13-4058-A1A7-905C879CBDAE},Fence,,ACT,763D6B68-BD13-4058-A1A7-905C879CBDAE
POINT (-122.38450497478 37.7457787663465),119,,,,METER,,,,,,1,,8,,,,{B4B535B9-985F-4F4F-B5AB-D699EC41DC35},,,ACT,B4B535B9-985F-4F4F-B5AB-D699EC41DC35
POINT (-122.38197083889 37.7459171237014),120,,,,METER,,,,,,1,,8,,,,{B9A143B5-1827-496C-BD6E-78624192D057},,,ACT,B9A143B5-1827-496C-BD6E-78624192D057
POINT (-122.381903245123 37.7459399206615),121,,,,METER,,,,,,1,,8,,,,{D94FD784-7B60-4619-906F-E1848ED15BB2},,,ACT,D94FD784-7B60-4619-906F-E1848ED15BB2
POINT (-122.380540200696 37.7459994667234),122,,,,METER,,,,,,1,,8,,,,{FE71F5F3-CF3D-492B-9802-553840E9B02D},,,ACT,FE71F5F3-CF3D-492B-9802-553840E9B02D
POINT (-122.380533975214 37.7459999463846),123,,,,METER,,,,,,1,,8,,,,{D0C56E1B-B5D5-427F-9CCF-310BA0A306A9},,,ACT,D0C56E1B-B5D5-427F-9CCF-310BA0A306A9
POINT (-122.380571364991 37.7459890641405),124,,,,METER,,,,,,1,,8,,,,{9A8C8869-8F5B-44DD-8DE2-C87C43296AFC},,,ACT,9A8C8869-8F5B-44DD-8DE2-C87C43296AFC
POINT (-122.380525901003 37.7460004294128),125,,,,METER,,,,,,1,,8,,,,{59265258-D67A-4059-959E-9950B40A19DF},,,ACT,59265258-D67A-4059-959E-9950B40A19DF
POINT (-122.377959065881 37.7462522541046),126,,,,METER,,,,,,1,,8,,,,{654D84BF-B76F-46C5-8A49-B40ECD0E01F0},,,ACT,654D84BF-B76F-46C5-8A49-B40ECD0E01F0
POINT (-122.378458804096 37.7462584308289),127,,,,METER,,,,,,1,,8,,,,{6E72062B-0B2D-4F72-8F4E-BA8E80812E49},,,ACT,6E72062B-0B2D-4F72-8F4E-BA8E80812E49
POINT (-122.378457785044 37.7462181222627),128,,,,METER,,,,,,1,,8,,,,{8B35B7BF-8AB0-49A6-9DB7-B7E904D39656},,,ACT,8B35B7BF-8AB0-49A6-9DB7-B7E904D39656
POINT (-122.381272729396 37.7458908407188),129,,,,METER,,,,,,1,,8,,,,{2EA1DDCB-45E2-4053-A48C-608D27A10F8C},,,ACT,2EA1DDCB-45E2-4053-A48C-608D27A10F8C
POINT (-122.384490751342 37.7461270304218),130,,,,METER,,,,,,1,,8,,,,{EAD03709-3A56-4357-9A66-25C26F28798B},,,ACT,EAD03709-3A56-4357-9A66-25C26F28798B
POINT (-122.38448903151 37.7461099654822),131,,,,METER,,,,,,1,,8,,,,{3C3773B0-97EE-4B76-BA20-AEA5B787F3DD},,,ACT,3C3773B0-97EE-4B76-BA20-AEA5B787F3DD
POINT (-122.38448968092 37.7461180290818),132,,,,METER,,,,,,1,,8,,,,{E7EF8C24-C690-460B-8862-4D502625C3BB},,,ACT,E7EF8C24-C690-460B-8862-4D502625C3BB
POINT (-122.384199636827 37.7460548921233),133,,,,METER,,,,,,1,,8,,,,{4D2E55A7-8E5A-4CF1-B6D6-9F341F948F39},,,ACT,4D2E55A7-8E5A-4CF1-B6D6-9F341F948F39
POINT (-122.384160160722 37.7461820665086),134,,,,METER,,,,,,1,,8,,,,{B5796E19-0B64-4182-ACC6-1D994062645E},,,ACT,B5796E19-0B64-4182-ACC6-1D994062645E
POINT (-122.384563691521 37.7492529673488),135,,,,METER,,,,,,1,,8,,,,{872516A2-733F-436E-A08F-74FD2321157B},,,ACT,872516A2-733F-436E-A08F-74FD2321157B
POINT (-122.384556793367 37.7492533822735),136,,,,METER,,,,,,1,,8,,,,{9430485D-28E1-42B5-A3F5-F9EF8F5B21D3},,,ACT,9430485D-28E1-42B5-A3F5-F9EF8F5B21D3
POINT (-122.384549895235 37.7492537980987),137,,,,METER,,,,,,1,,8,,,,{273F6CD0-7D65-43B7-B9A5-CFCAB8AC8DCD},,,ACT,273F6CD0-7D65-43B7-B9A5-CFCAB8AC8DCD
POINT (-122.388870106658 37.7905064799787),138,,,,METER,,,,,,1,,8,,,,{8B643B01-1148-427B-95AD-8A495362550B},epic restaurant,,ACT,8B643B01-1148-427B-95AD-8A495362550B
POINT (-122.38986778705 37.7910153440768),139,,,,METER,,,,,,1,,8,,,,{C5BAD4F8-2919-4A0C-89BB-B74542F56125},,,ACT,C5BAD4F8-2919-4A0C-89BB-B74542F56125
POINT (-122.38986778705 37.7910153440768),140,,,,METER,,,,,,1,,8,,,,{D5621D9C-76CA-44FE-95E6-025A09230746},,,ACT,D5621D9C-76CA-44FE-95E6-025A09230746
POINT (-122.392052526516 37.7942891036432),141,,,,METER,,,,,,1,,8,,,,{178FC6C3-3D90-4135-B156-3A0A9901F246},Sinbad's. Up on wall of Ag.Bldg.,,ACT,178FC6C3-3D90-4135-B156-3A0A9901F246
POINT (-122.392153434876 37.793710257484),142,,,,METER,,,,,,1,,8,,,,{1559F78B-C806-4E92-9319-94C849BCC4F3},irrigation,,ACT,1559F78B-C806-4E92-9319-94C849BCC4F3
POINT (-122.392602020968 37.7941436477115),143,,,,METER,,,,,,1,,8,,,,{DB935124-5220-4827-BB95-26049E810D40},,,ACT,DB935124-5220-4827-BB95-26049E810D40
POINT (-122.392602020968 37.7941436477115),144,,,,METER,,,,,,1,,8,,,,{717169BA-2BDD-416E-AE4A-AF1C50CC4E87},,,ERR,717169BA-2BDD-416E-AE4A-AF1C50CC4E87
POINT (-122.392602020968 37.7941436477115),145,,,,METER,,,,,,1,,8,,,,{C896CF71-7EA5-426B-8F5C-0126548B14BC},,,ACT,C896CF71-7EA5-426B-8F5C-0126548B14BC
POINT (-122.392906169678 37.7946144318429),146,,,,METER,,,,,,1,,8,,,,{4F9EC875-902C-4D7C-B964-35380682E768},,,ACT,4F9EC875-902C-4D7C-B964-35380682E768
POINT (-122.393124877533 37.7948366646029),147,,,,METER,,,,,,1,,8,,,,{5AB065E5-396F-47EE-A9B2-CC32FDA0A0CF},,,ACT,5AB065E5-396F-47EE-A9B2-CC32FDA0A0CF
POINT (-122.393923581315 37.7957080530604),148,,,,METER,,,,,,1,,8,,,,{8A091519-6212-4909-85AA-E4F2E1F970B5},Fire service,,ACT,8A091519-6212-4909-85AA-E4F2E1F970B5
POINT (-122.392829879157 37.795286230669),149,,,,METER,,,,,,1,,8,,,,{002C6A7C-3AB5-462D-97D3-578A4CB3B5B2},Pump room,,ACT,002C6A7C-3AB5-462D-97D3-578A4CB3B5B2
POINT (-122.387718082074 37.7837553209987),150,,,,METER,,,,,,1,,8,,,,{A85670C1-0CEF-4D41-84F4-58BEE974537B},,,ACT,A85670C1-0CEF-4D41-84F4-58BEE974537B
POINT (-122.387637878876 37.7880956918328),151,,,,METER,,,,,,1,,8,,,,{E7301B40-50C2-4FC9-A596-1A13DBCD6E1E},,,ACT,E7301B40-50C2-4FC9-A596-1A13DBCD6E1E
POINT (-122.3880383992 37.7896359472764),152,,,,METER,,,,,,1,,8,,,,{3D7E817F-68AB-448A-B62A-C40218052073},left handside of doorway,,ACT,3D7E817F-68AB-448A-B62A-C40218052073
POINT (-122.376978586999 37.7399500022837),153,,,,METER,,,,,,1,,8,,,,{DBBEDFBF-6D05-4B27-BE77-6976DED2F198},,,ACT,DBBEDFBF-6D05-4B27-BE77-6976DED2F198
POINT (-122.376957917866 37.73997173988),154,,,,METER,,,,,,1,,8,,,,{0F1735AD-2616-4CD6-9B25-270AAC72E426},Master Meter (location approximated),,ACT,0F1735AD-2616-4CD6-9B25-270AAC72E426
POINT (-122.373972625569 37.7414771113761),155,,,,METER,,,,,,1,,8,,,,{F33EEBE5-4447-4E24-9A2B-64FC0A5ACAE2},trap door under bldg,,ACT,F33EEBE5-4447-4E24-9A2B-64FC0A5ACAE2
POINT (-122.369034222507 37.7412507897376),156,,,,METER,,,,,,1,,8,,,,{ED9C9416-0124-4688-B36C-F41CFD0B4DD9},approximate location,,ACT,ED9C9416-0124-4688-B36C-F41CFD0B4DD9
POINT (-122.382119583436 37.7460664450039),157,,,,METER,,,,,,1,,8,,,,{3F4DA4F7-E7A3-40AD-96E9-9CB1093F9A26},,,ACT,3F4DA4F7-E7A3-40AD-96E9-9CB1093F9A26
POINT (-122.383845994654 37.7543583129347),158,,,,METER,,,,,,1,,8,,,,{7095EA81-A79B-4D62-B213-E846E3DB6D2A},aproximation,,ACT,7095EA81-A79B-4D62-B213-E846E3DB6D2A
POINT (-122.416330240848 37.8092484478164),159,,,,METER,,,,,,1,,8,,,,{86389BFC-04BF-4F58-9DD3-1EA8AF15BB9D},"Fire Service Shed A,B,D",,ACT,86389BFC-04BF-4F58-9DD3-1EA8AF15BB9D
POINT (-122.386884159316 37.7651808613827),160,,,,METER,,,,,,1,,8,,,,{40188232-F5DF-453F-B211-70704F0801E6},NEW#49634166,,ACT,40188232-F5DF-453F-B211-70704F0801E6
POINT (-122.392137752704 37.7936996621776),161,,,,METER,,,,,,1,,8,,,,{7E915C80-F624-433F-979E-84211E409AA7},Drink Fountain,,ACT,7E915C80-F624-433F-979E-84211E409AA7
POINT (-122.382737854921 37.7503449895422),162,,,,METER,,,,,,1,,8,,,,{9EEC569D-103A-4E92-8886-18108E3CD8B2},,,ACT,9EEC569D-103A-4E92-8886-18108E3CD8B2
POINT (-122.381716614719 37.7491016937801),163,,,,METER,,,,,,1,,8,,2012-05-08T11:52:17.000,JAH,{DD43EFE2-F349-48B2-9C11-C865FCFEAFC7},,,ACT,DD43EFE2-F349-48B2-9C11-C865FCFEAFC7
POINT (-122.387640874789 37.7866318270874),164,,,,METER,,,,,,1,,8,,2012-06-11T13:32:21.000,JAH,{14063B17-0D4D-4397-B7C2-00F2FE4CF4E6},,,ACT,14063B17-0D4D-4397-B7C2-00F2FE4CF4E6
POINT (-122.389577047906 37.7910118611954),165,,,,METER,,,,,,1,,8,,2012-06-12T11:45:38.000,JAH,{C78B67D7-F878-4C51-96EF-4BC3D55541AA},"Fire Service, 2 restaurants;",,ACT,C78B67D7-F878-4C51-96EF-4BC3D55541AA
POINT (-122.37697130133 37.739957596618),166,,,,METER,,,,,,1,,8,,2012-07-16T13:44:29.000,JAH,{14EFBB26-1E3D-4A3F-8F3F-DA556EF7CABC},Irrigation P98 Literacy for Environmental Justice,,ACT,14EFBB26-1E3D-4A3F-8F3F-DA556EF7CABC
POINT (-122.387603366436 37.7877580035016),167,,,,METER,,,,,,1,,8,,,,{EB0FF275-4257-4544-BF20-03DDF5CC503C},,,ACT,EB0FF275-4257-4544-BF20-03DDF5CC503C
POINT (-122.404167702218 37.8059481047346),168,,,,METER,,,,,,1,,8,,2012-08-15T17:04:23.000,JAH,{D3988FCD-6185-41CF-93CB-A3AED8E7CDB1},,,ACT,D3988FCD-6185-41CF-93CB-A3AED8E7CDB1
POINT (-122.399545288924 37.8016312766107),169,,,,METER,,,,,,1,,8,,2012-08-16T09:18:50.000,JAH,{69A741FA-B941-4183-8DC8-11E58F82430D},,,ACT,69A741FA-B941-4183-8DC8-11E58F82430D
POINT (-122.392906169678 37.7946144318429),170,,,,METER,,,,,,1,,8,,,,{ADA8F56E-81D2-4235-B623-7D91D81CAE56},,,ACT,ADA8F56E-81D2-4235-B623-7D91D81CAE56
POINT (-122.392889776729 37.7945967266905),171,,,,METER,,,,,,1,,8,,,,{6715CE7A-D420-4D09-B34C-35AB16B0F688},,,ACT,6715CE7A-D420-4D09-B34C-35AB16B0F688
POINT (-122.392889776729 37.7945967266905),172,,,,METER,,,,,,1,,8,,,,{4828B648-BD23-4764-AE63-D4FEF79680A9},,,ACT,4828B648-BD23-4764-AE63-D4FEF79680A9
POINT (-122.376871210695 37.7400614490602),173,,,,METER,,,,,,1,,8,,2012-07-16T13:46:30.000,JAH,{65A6F4BC-0DA8-4B76-9680-3658D99655BD},P98 Literacy for Environmental Justice,,ACT,65A6F4BC-0DA8-4B76-9680-3658D99655BD
POINT (-122.393131953063 37.7948443338484),174,,,,METER,,,,,,1,,8,,,,{920E62AD-E25E-4E91-B6DC-CE0A98AC36BC},,,ACT,920E62AD-E25E-4E91-B6DC-CE0A98AC36BC
POINT (-122.393128415298 37.7948404992257),175,,,,METER,,,,,,1,,8,,,,{2F7FF832-B4FC-42C6-8149-2249609B4855},,,ACT,2F7FF832-B4FC-42C6-8149-2249609B4855
POINT (-122.393124877533 37.7948366646029),176,,,,METER,,,,,,1,,8,,,,{61CC93EB-3A36-4B5D-BFB9-B91CA05C916B},,,ACT,61CC93EB-3A36-4B5D-BFB9-B91CA05C916B
POINT (-122.386138963465 37.7856026920177),177,,,,HOSEBIB,,,,,,1,,1,,2012-04-03T15:55:30.000,JAH,{7F0D21CE-20F8-40E6-B74E-076EA1E79FC3},,8446-30-1,UNK,7F0D21CE-20F8-40E6-B74E-076EA1E79FC3
POINT (-122.385111758514 37.7856658946051),178,,,,HOSEBIB,,,,,,1,,1,,2012-04-03T15:55:30.000,JAH,{7BF24A54-2F0B-444F-BBBC-F3D0D89751AC},,8446-30-1,UNK,7BF24A54-2F0B-444F-BBBC-F3D0D89751AC
POINT (-122.384407112437 37.7861614512185),179,,,,SWSC,,,,,,1,,1,,2012-04-03T15:55:30.000,JAH,{D54F5E6E-2BE5-497C-BE04-DC832F23A9FF},,8446-30-1,INACT,D54F5E6E-2BE5-497C-BE04-DC832F23A9FF
POINT (-122.38447109064 37.7869219165891),180,,,,SWSC,,,,,,1,,1,,2012-04-03T15:55:30.000,JAH,{115C8429-246F-457A-8801-A8195954261F},,8446-30-1,INACT,115C8429-246F-457A-8801-A8195954261F
POINT (-122.385334357227 37.787334044282),181,,,,SWSC,,,,,,1,,1,,2012-04-03T15:55:30.000,JAH,{4444B3F8-7D02-4A0B-BBD4-C496F79B16D4},,8446-30-1,INACT,4444B3F8-7D02-4A0B-BBD4-C496F79B16D4
POINT (-122.386270290314 37.7872686720825),182,,,,SWSC,,,,,,1,,1,,2012-04-03T15:55:30.000,JAH,{E66C809A-1850-4BDD-8B86-98FA3F058E6C},,8446-30-1,INACT,E66C809A-1850-4BDD-8B86-98FA3F058E6C
POINT (-122.386694489957 37.7872472357938),183,,,,SWSC,,,,,,1,,1,,2012-04-03T15:55:30.000,JAH,{F749194F-066D-4563-A129-38E60FCD6CA4},,8446-30-1,INACT,F749194F-066D-4563-A129-38E60FCD6CA4
POINT (-122.382555896678 37.750661828855),184,,,,METER,,,,,,1,,8,,,,{24CAC42D-058C-485B-9A29-EC6762756BFE},,,ACT,24CAC42D-058C-485B-9A29-EC6762756BFE
POINT (-122.382484960446 37.7505312324726),185,,,,METER,,,,,,1,,8,,,,{48963564-8E6C-4515-B38C-BB7CB4458445},,,ACT,48963564-8E6C-4515-B38C-BB7CB4458445
POINT (-122.382540591002 37.7495511739171),186,,,,METER,,,,,,1,,8,,,,{37ED67E8-62B9-47FD-84EF-542D35AFA7EC},Under north face Of building,,ACT,37ED67E8-62B9-47FD-84EF-542D35AFA7EC
POINT (-122.381716223533 37.7490975859847),187,,,,METER,,,,,,1,,8,,,,{150259AB-65C6-4FCB-87AA-42D95AA8624D},Inside entrance doorr 28,,ACT,150259AB-65C6-4FCB-87AA-42D95AA8624D
POINT (-122.383059573806 37.7490214504844),188,,,,METER,,,,,,1,,8,,,,{C571093C-0409-4C44-953F-98BB48841EFA},,,ACT,C571093C-0409-4C44-953F-98BB48841EFA
POINT (-122.383059113705 37.7490167760285),189,,,,METER,,,,,,1,,8,,,,{69001497-D0D6-47D8-A596-E9CC16E67CCE},,,ACT,69001497-D0D6-47D8-A596-E9CC16E67CCE
POINT (-122.384686161653 37.7606811789653),190,,,,METER,,,,,,1,,8,,,,{3B7C184F-C5BA-43B1-B351-29E512B03ECF},,,ACT,3B7C184F-C5BA-43B1-B351-29E512B03ECF
POINT (-122.384677566819 37.7606816958106),191,,,,METER,,,,,,1,,8,,,,{807A35E6-6E1C-4F85-8D1D-BBFFE0E22055},,,ACT,807A35E6-6E1C-4F85-8D1D-BBFFE0E22055
POINT (-122.38467239284 37.7606820128595),192,,,,METER,,,,,,1,,8,,,,{E260442C-41F2-439F-8A75-4CAE80977DCC},,,ACT,E260442C-41F2-439F-8A75-4CAE80977DCC
POINT (-122.384680352637 37.7606740495347),193,,,,METER,,,,,,1,,8,,,,{BD8D1920-D99B-4F89-8483-C459EC178E21},Fire Service Meter between 4 meter manifold;,,ACT,BD8D1920-D99B-4F89-8483-C459EC178E21
POINT (-122.384667218838 37.7606823290074),194,,,,METER,,,,,,1,,8,,,,{25B09E2A-5EE4-4E45-9DEF-5657CCDF8A68},,,ACT,25B09E2A-5EE4-4E45-9DEF-5657CCDF8A68
POINT (-122.384181514337 37.7599072525108),195,,,,METER,,,,,,1,,8,,,,{FDC2F93D-0DF3-4438-93AE-5533C37DA273},,,ACT,FDC2F93D-0DF3-4438-93AE-5533C37DA273
POINT (-122.383062541396 37.7594772246711),196,,,,METER,,,,,,1,,8,,,,{D33104B6-D5B6-4A38-8FAA-BCDAA567D57B},Basement,,ACT,D33104B6-D5B6-4A38-8FAA-BCDAA567D57B
POINT (-122.384728285204 37.760819968059),197,,,,METER,,,,,,1,,8,,,,{CF02D2CF-3431-40E0-B158-3027F695364F},BAE Water service,,ACT,CF02D2CF-3431-40E0-B158-3027F695364F
POINT (-122.387314439026 37.7606685442785),198,,,,METER,,,,,,1,,8,,,,{FFC40AE4-F010-4FA6-A0FE-1EA8DA7762E2},,,ACT,FFC40AE4-F010-4FA6-A0FE-1EA8DA7762E2
POINT (-122.387684583279 37.7632617757676),199,,,,METER,,,,,,1,,8,,,,{42280239-5ADD-403E-8AE6-461F76582BAD},,,ACT,42280239-5ADD-403E-8AE6-461F76582BAD
POINT (-122.387706041438 37.7635608348663),200,,,,METER,,,,,,1,,8,,,,{7F7FD2A8-F06F-4C52-B28B-65A9AD827500},,,ACT,7F7FD2A8-F06F-4C52-B28B-65A9AD827500
POINT (-122.387797081784 37.764031572677),201,,,,METER,,,,,,1,,8,,,,{E65B48CA-E9B7-4ECB-9C91-DD2B42BF4E3E},,,ACT,E65B48CA-E9B7-4ECB-9C91-DD2B42BF4E3E
