WKT,objectid,facilityid,accountid,metservice,servicetype,installdate,locdesc,rotation,locationid,critical,enabled,activeflag,ownedby,maintby,lastupdate,lasteditor,globalid,comments,doc_name,status,ResourceID
POINT (-122.387788401469 37.7887057949097),313,,,,METER,,,,,,1,,8,,,,{96D46C72-06BA-464A-AA5A-525E2CECEABD},,,ACT,96D46C72-06BA-464A-AA5A-525E2CECEABD
POINT (-122.387787030222 37.7887004114134),314,,,,METER,,,,,,1,,8,,,,{2D7486D0-20C6-4139-81DA-4443B3DD91DA},,,ACT,2D7486D0-20C6-4139-81DA-4443B3DD91DA
POINT (-122.385379359652 37.7896835231163),315,,,,METER,,,,,,1,,8,,,,{1AF4407F-134C-4D90-951C-90D64666B653},inside restroom,,ACT,1AF4407F-134C-4D90-951C-90D64666B653
POINT (-122.387559084763 37.7890749207846),316,,,,METER,,,,,,1,,8,,,,{9C1AD98B-93E5-4AA5-92AF-F00E3EC94335},behind orange door,,ACT,9C1AD98B-93E5-4AA5-92AF-F00E3EC94335
POINT (-122.387804951801 37.788998302047),317,,,,METER,,,,,,1,,8,,,,{FDB66D87-B0BF-4165-A4A0-E92DAB39C95C},Fire service. Meter under deck,,ACT,FDB66D87-B0BF-4165-A4A0-E92DAB39C95C
POINT (-122.388165736051 37.7894964729738),318,,,,METER,,,,,,1,,8,,,,{53E5700A-7621-4619-BC2D-FFDAE8C71FF2},,,ACT,53E5700A-7621-4619-BC2D-FFDAE8C71FF2
POINT (-122.388493442558 37.789890245776),319,,,,METER,,,,,,1,,8,,,,{23BE4F3D-4B56-4E90-80D4-1B22890BDCFA},J.C. Decaux,,ACT,23BE4F3D-4B56-4E90-80D4-1B22890BDCFA
POINT (-122.38842620538 37.7899307514381),320,,,,METER,,,,,,1,,8,,,,{C14C3D7E-7291-405D-9D5D-C86CCEB565E1},,,ACT,C14C3D7E-7291-405D-9D5D-C86CCEB565E1
POINT (-122.388859969972 37.7904934829111),321,,,,METER,,,,,,1,,8,,,,{ACCB59EE-F861-4FC8-9458-0B838CE70F0B},waterbar restaurant,,ACT,ACCB59EE-F861-4FC8-9458-0B838CE70F0B
POINT (-122.409336715768 37.8084309076066),322,,,,METER,,,,,,1,,8,,,,{A94FD79A-A401-4B60-B34B-2A19FD3FABA1},,,ACT,A94FD79A-A401-4B60-B34B-2A19FD3FABA1
POINT (-122.412383705389 37.8088335396345),323,,,,METER,,,,,,1,,8,,,,{6A35A4FC-AD0F-4DF8-9D9E-830959B8858D},,,ACT,6A35A4FC-AD0F-4DF8-9D9E-830959B8858D
POINT (-122.412885278494 37.8089818765037),324,,,,METER,,,,,,1,,8,,,,{01EC576B-B3DF-454F-9CD2-6C205EB9DFCA},,,ACT,01EC576B-B3DF-454F-9CD2-6C205EB9DFCA
POINT (-122.412921487778 37.8087085117397),325,,,,METER,,,,,,1,,8,,,,{3FC0AC93-9E21-4B24-9FC8-212A5552CE23},,,ACT,3FC0AC93-9E21-4B24-9FC8-212A5552CE23
POINT (-122.413461953634 37.8086322239586),326,,,,METER,,,,,,1,,8,,,,{1242F5B2-C69A-4BE7-8A50-721D850D42F3},,,ACT,1242F5B2-C69A-4BE7-8A50-721D850D42F3
POINT (-122.4144864164 37.8089668076481),327,,,,METER,,,,,,1,,8,,,,{61B2B932-3A79-4BF0-B621-004D4F14BA95},,,ACT,61B2B932-3A79-4BF0-B621-004D4F14BA95
POINT (-122.41496989818 37.8089760165922),328,,,,METER,,,,,,1,,8,,,,{7E06B710-0E9C-405D-9E6E-170DC439543B},,,ACT,7E06B710-0E9C-405D-9E6E-170DC439543B
POINT (-122.414372563136 37.8090804148713),329,,,,METER,,,,,,1,,8,,,,{64A0B632-7EF7-4AB7-A255-25DE70697293},,,ACT,64A0B632-7EF7-4AB7-A255-25DE70697293
POINT (-122.419755757216 37.8111147237182),330,,,,METER,,,,,,1,,8,,,,{C71FF83F-A3E4-402F-956A-8CF6C7BD8B23},Inside,,ACT,C71FF83F-A3E4-402F-956A-8CF6C7BD8B23
POINT (-122.419522404777 37.8110236043447),331,,,,METER,,,,,,1,,8,,,,{1834B46D-0A83-4D07-918C-47539298C07E},,,ACT,1834B46D-0A83-4D07-918C-47539298C07E
POINT (-122.419643103912 37.8110829376139),332,,,,METER,,,,,,1,,8,,,,{F88768AD-AEEC-4A88-89C8-BFC021BD0F1D},,,ACT,F88768AD-AEEC-4A88-89C8-BFC021BD0F1D
POINT (-122.419369518952 37.8109367238207),333,,,,METER,,,,,,1,,8,,,,{37F41F70-FA22-473E-A226-827B010DFECF},,,ACT,37F41F70-FA22-473E-A226-827B010DFECF
POINT (-122.41930246309 37.8108985808062),334,,,,METER,,,,,,1,,8,,,,{CB4DE642-78E2-4171-BDFF-58600C2A6BE5},,,ACT,CB4DE642-78E2-4171-BDFF-58600C2A6BE5
POINT (-122.419224680002 37.8108646758745),335,,,,METER,,,,,,1,,8,,,,{CF26C588-4213-484F-8CBC-1786EC7899EE},,,ACT,CF26C588-4213-484F-8CBC-1786EC7899EE
POINT (-122.419165670555 37.8108392477157),336,,,,METER,,,,,,1,,8,,,,{6DB28CD3-CC92-4FA4-9F98-5C6A06B602DC},,,ACT,6DB28CD3-CC92-4FA4-9F98-5C6A06B602DC
POINT (-122.419093251227 37.8108032231888),337,,,,METER,,,,,,1,,8,,,,{1B6C3FF2-952A-42F8-B8B5-8680AA360108},,,ACT,1B6C3FF2-952A-42F8-B8B5-8680AA360108
POINT (-122.418682872886 37.8105446986177),338,,,,METER,,,,,,1,,8,,,,{65EA734A-D8B0-48FF-84D9-EAD8B1DABEAD},,,ACT,65EA734A-D8B0-48FF-84D9-EAD8B1DABEAD
POINT (-122.418457567941 37.8103794117561),339,,,,METER,,,,,,1,,8,,,,{CF0E868E-28AF-401A-A329-1009AB49B77B},,,ACT,CF0E868E-28AF-401A-A329-1009AB49B77B
POINT (-122.418288588245 37.8102480302834),340,,,,METER,,,,,,1,,8,,,,{C6D73A9A-F189-46D2-B857-4DC45175A1D7},,,ACT,C6D73A9A-F189-46D2-B857-4DC45175A1D7
POINT (-122.418219741438 37.8102238809663),341,,,,METER,,,,,,1,,8,,,,{B23BA211-B279-49E3-AEC2-50CCF40805A8},,,ACT,B23BA211-B279-49E3-AEC2-50CCF40805A8
POINT (-122.418157160664 37.8101908149549),342,,,,METER,,,,,,1,,8,,,,{56BFDA30-09F4-4C72-AA6C-6F09FBC0C1AA},,,ACT,56BFDA30-09F4-4C72-AA6C-6F09FBC0C1AA
POINT (-122.418103516653 37.8101611480363),343,,,,METER,,,,,,1,,8,,,,{DC454A8B-D1E4-4C58-8C17-373D39C594E3},,,ACT,DC454A8B-D1E4-4C58-8C17-373D39C594E3
POINT (-122.41786211786 37.8100043372414),344,,,,METER,,,,,,1,,8,,,,{00384B37-F16A-4662-8108-EB47037D37D7},,,ACT,00384B37-F16A-4662-8108-EB47037D37D7
POINT (-122.417899699965 37.810027816389),345,,,,METER,,,,,,1,,8,,,,{5338D726-5729-43F7-8D54-1467A9AAF631},,,ACT,5338D726-5729-43F7-8D54-1467A9AAF631
POINT (-122.417652749563 37.8098363501553),346,,,,METER,,,,,,1,,8,,,,{FEAF033D-C106-43AE-B246-D8428C9510F3},,,ACT,FEAF033D-C106-43AE-B246-D8428C9510F3
POINT (-122.417595799853 37.8097880131954),347,,,,METER,,,,,,1,,8,,,,{81912CBD-B337-4BAD-8EEF-B127E59F2B18},,,ACT,81912CBD-B337-4BAD-8EEF-B127E59F2B18
POINT (-122.417458249488 37.8096461665796),348,,,,METER,,,,,,1,,8,,,,{FE9B9843-3A3B-4AC8-A401-53407F6E5173},,,ACT,FE9B9843-3A3B-4AC8-A401-53407F6E5173
POINT (-122.417272031641 37.8096144260783),349,,,,METER,,,,,,1,,8,,,,{462CB230-8830-4459-B38F-5D8DA8BF0E0F},,,ACT,462CB230-8830-4459-B38F-5D8DA8BF0E0F
POINT (-122.416741622818 37.8089478436721),350,,,,METER,,,,,,1,,8,,,,{8834ADD1-3ACA-43A9-94EC-53E77D794DDB},,,ACT,8834ADD1-3ACA-43A9-94EC-53E77D794DDB
POINT (-122.415992617605 37.8092351095121),351,,,,METER,,,,,,1,,8,,,,{0E949739-A120-4A8B-9CAD-8F1DB5B1C167},,,ACT,0E949739-A120-4A8B-9CAD-8F1DB5B1C167
POINT (-122.415912293747 37.8090020526525),352,,,,METER,,,,,,1,,8,,,,{22A90F69-13C6-4163-A683-98CB95B50168},Master meter,,ACT,22A90F69-13C6-4163-A683-98CB95B50168
POINT (-122.415912213561 37.8089802834006),353,,,,METER,,,,,,1,,8,,,,{6217752D-5690-41F9-BBAB-5E14A704E77F},E meter,,ACT,6217752D-5690-41F9-BBAB-5E14A704E77F
POINT (-122.415917245988 37.8089511592237),354,,,,METER,,,,,,1,,8,,,,{FECAD8C9-165A-4878-BF25-9BB9A46E0B08},,,ACT,FECAD8C9-165A-4878-BF25-9BB9A46E0B08
POINT (-122.41591822101 37.8089279795577),355,,,,METER,,,,,,1,,8,,,,{889E0DC8-6B3F-45BD-AF27-2E391C2CD20F},,,ACT,889E0DC8-6B3F-45BD-AF27-2E391C2CD20F
POINT (-122.4159754715 37.8086468936436),356,,,,METER,,,,,,1,,8,,,,{C299445F-D099-473C-B569-18A8FD91E9A0},,,ACT,C299445F-D099-473C-B569-18A8FD91E9A0
POINT (-122.415933912713 37.8084740279598),357,,,,METER,,,,,,1,,8,,,,{51E93270-3258-456E-9CCE-4C719F310294},,,ACT,51E93270-3258-456E-9CCE-4C719F310294
POINT (-122.415789566586 37.808831000226),358,,,,METER,,,,,,1,,8,,,,{D36539D9-7AD2-4C2C-B7EB-9E4013F7E1B2},,,ACT,D36539D9-7AD2-4C2C-B7EB-9E4013F7E1B2
POINT (-122.415630519544 37.8087222858782),359,,,,METER,,,,,,1,,8,,,,{6F47EB15-975A-44D1-864F-A0393EC82B0B},,,ACT,6F47EB15-975A-44D1-864F-A0393EC82B0B
POINT (-122.415998341414 37.8085669514805),360,,,,METER,,,,,,1,,8,,,,{8BB7A22B-2614-4C52-826E-5CF236F3C72E},Under planters,,ACT,8BB7A22B-2614-4C52-826E-5CF236F3C72E
POINT (-122.416341466603 37.8084556835788),361,,,,METER,,,,,,1,,8,,,,{C1D50D66-B348-4132-8A4D-DB47D4A3C2C8},,,ACT,C1D50D66-B348-4132-8A4D-DB47D4A3C2C8
POINT (-122.416105618959 37.8084973483525),362,,,,METER,,,,,,1,,8,,,,{390DF227-A7BD-46A0-9585-C7670D4DC1F5},,,ACT,390DF227-A7BD-46A0-9585-C7670D4DC1F5
POINT (-122.416369215465 37.8082581017579),363,,,,METER,,,,,,1,,8,,,,{F3798D55-4523-468D-93C6-E89C39D6FF57},Over water,,ACT,F3798D55-4523-468D-93C6-E89C39D6FF57
POINT (-122.416369215465 37.8082581017579),364,,,,METER,,,,,,1,,8,,,,{17BA4933-12C0-4005-A567-F8A337046F2F},Over water,,ACT,17BA4933-12C0-4005-A567-F8A337046F2F
POINT (-122.416123497287 37.8082342719258),365,,,,METER,,,,,,1,,8,,,,{47339AC5-1A61-4EAD-B258-A5F9B2C1ECA0},,,ACT,47339AC5-1A61-4EAD-B258-A5F9B2C1ECA0
POINT (-122.416055369853 37.8083277655121),366,,,,METER,,,,,,1,,8,,,,{B297F666-A9F4-4AFB-8111-AF726CF3937C},Inside. Under sink,,ACT,B297F666-A9F4-4AFB-8111-AF726CF3937C
POINT (-122.417929579049 37.808010185964),367,,,,METER,,,,,,1,,8,,,,{6D417E14-EFA2-473D-AF41-6EA3324B7385},,,ACT,6D417E14-EFA2-473D-AF41-6EA3324B7385
POINT (-122.417912423114 37.8080130243943),368,,,,METER,,,,,,1,,8,,,,{6B9BEE57-5B52-4309-B5CE-D19B049FD53F},,,ACT,6B9BEE57-5B52-4309-B5CE-D19B049FD53F
POINT (-122.417906086073 37.8080138204782),369,,,,METER,,,,,,1,,8,,,,{7FE6B2A9-A16C-445B-8B1B-28A884BD11B8},,,ACT,7FE6B2A9-A16C-445B-8B1B-28A884BD11B8
POINT (-122.417546335578 37.8080620676322),370,,,,METER,,,,,,1,,8,,,,{753FBE37-E61F-4D45-B472-AA2A72835723},,,ACT,753FBE37-E61F-4D45-B472-AA2A72835723
POINT (-122.417652963393 37.8080395565135),371,,,,METER,,,,,,1,,8,,,,{7D4D1E39-C9F3-4F1D-894A-7B3C41D80A22},Fire,,ACT,7D4D1E39-C9F3-4F1D-894A-7B3C41D80A22
POINT (-122.417669968185 37.8080890881778),372,,,,METER,,,,,,1,,8,,,,{9A708D93-19A2-4D8E-802B-F18FA293483B},In room,,ACT,9A708D93-19A2-4D8E-802B-F18FA293483B
POINT (-122.417774835327 37.8080999062448),373,,,,METER,,,,,,1,,8,,,,{3F4200D4-A949-486D-B4A3-00788DDAEA71},Master,,ACT,3F4200D4-A949-486D-B4A3-00788DDAEA71
POINT (-122.417772015398 37.8080829525457),374,,,,METER,,,,,,1,,8,,,,{841CAE4A-7C39-4C76-B3AA-66745219A72A},MasterM 47,,ACT,841CAE4A-7C39-4C76-B3AA-66745219A72A
POINT (-122.418104385818 37.8085091963003),375,,,,METER,,,,,,1,,8,,,,{F225B098-428A-414C-9B13-B5728221E14D},,,ACT,F225B098-428A-414C-9B13-B5728221E14D
POINT (-122.418120872761 37.8085071032117),376,,,,METER,,,,,,1,,8,,,,{1136AADA-A89A-426F-B141-3855670269B2},Port,,ACT,1136AADA-A89A-426F-B141-3855670269B2
POINT (-122.417768240351 37.8086565935862),377,,,,METER,,,,,,1,,8,,,,{E987BB06-2283-4985-8E00-70696494ED04},,,ACT,E987BB06-2283-4985-8E00-70696494ED04
POINT (-122.417933083844 37.8089572833301),378,,,,METER,,,,,,1,,8,,,,{9A0C170F-C9F3-4BF6-B055-D91BA4D6990F},,,ACT,9A0C170F-C9F3-4BF6-B055-D91BA4D6990F
POINT (-122.419840166165 37.8090635502891),379,,,,METER,,,,,,1,,8,,,,{1D2AFA11-7342-4870-9C4C-1F7D152373FE},,,ACT,1D2AFA11-7342-4870-9C4C-1F7D152373FE
POINT (-122.417891621172 37.808016618749),380,,,,METER,,,,,,1,,8,,,,{7B1CC815-FBDE-47AB-A918-C2A53A487539},Might be error,,ACT,7B1CC815-FBDE-47AB-A918-C2A53A487539
POINT (-122.418221853589 37.8080031777872),381,,,,METER,,,,,,1,,8,,,,{26C00606-063C-4A7A-92DE-18F3869C053C},,,ACT,26C00606-063C-4A7A-92DE-18F3869C053C
POINT (-122.41848436685 37.8079601836749),382,,,,METER,,,,,,1,,8,,,,{8760A687-5B61-4636-8CCF-ED5D48551960},,,ACT,8760A687-5B61-4636-8CCF-ED5D48551960
POINT (-122.41851316694 37.8079354167171),383,,,,METER,,,,,,1,,8,,,,{F6F96E87-1BFB-4757-A5A0-795C72662A98},,,ACT,F6F96E87-1BFB-4757-A5A0-795C72662A98
POINT (-122.419027094134 37.8079466523859),384,,,,METER,,,,,,1,,8,,,,{A459BBCB-C156-46A8-9CE3-21721E7C0A5E},,,ACT,A459BBCB-C156-46A8-9CE3-21721E7C0A5E
POINT (-122.419171618938 37.8080612175943),385,,,,METER,,,,,,1,,8,,,,{BA17ED27-4FCF-4BBC-9D7D-99710F924D76},On levenworth,,ACT,BA17ED27-4FCF-4BBC-9D7D-99710F924D76
POINT (-122.419155578997 37.8083683619457),386,,,,METER,,,,,,1,,8,,,,{3D882CF9-0FC6-4B16-A92A-8011C573FD2D},,,ACT,3D882CF9-0FC6-4B16-A92A-8011C573FD2D
POINT (-122.419433891415 37.8078884111169),387,,,,METER,,,,,,1,,8,,,,{37629C69-9AE9-4D0E-A6DB-B8E5D45A4937},,,ACT,37629C69-9AE9-4D0E-A6DB-B8E5D45A4937
POINT (-122.419439256322 37.8078979478457),388,,,,METER,,,,,,1,,8,,,,{E82FE1A8-A8E4-4EEC-B6D3-C67E37267555},,,ACT,E82FE1A8-A8E4-4EEC-B6D3-C67E37267555
POINT (-122.419588100074 37.8078526835251),389,,,,METER,,,,,,1,,8,,,,{CDDD196E-B82E-4C7F-B7DB-8D000F8E466A},,,ACT,CDDD196E-B82E-4C7F-B7DB-8D000F8E466A
POINT (-122.420373803311 37.8078619029848),390,,,,METER,,,,,,1,,8,,,,{33E366F6-3802-4826-A29E-6867C63DFAFF},,,ACT,33E366F6-3802-4826-A29E-6867C63DFAFF
POINT (-122.420366962004 37.8078627443621),391,,,,METER,,,,,,1,,8,,,,{6B0EB17D-A333-4B8B-B8C4-C3EBC063A01C},,,ACT,6B0EB17D-A333-4B8B-B8C4-C3EBC063A01C
POINT (-122.420468411264 37.8079262942394),392,,,,METER,,,,,,1,,8,,,,{C8FF1F42-5DDA-4D1C-9FBC-3FD5CBE4ABF6},,,ACT,C8FF1F42-5DDA-4D1C-9FBC-3FD5CBE4ABF6
POINT (-122.420517504236 37.8077379525765),393,,,,METER,,,,,,1,,8,,,,{2801E5C0-A91B-4F89-8251-C7333F7D8593},,,ACT,2801E5C0-A91B-4F89-8251-C7333F7D8593
POINT (-122.420628815841 37.8077209995549),394,,,,METER,,,,,,1,,8,,,,{20C928DC-74BC-4D29-AAB4-56289857766F},,,ACT,20C928DC-74BC-4D29-AAB4-56289857766F
POINT (-122.420906424099 37.807953044775),395,,,,METER,,,,,,1,,8,,,,{895CF173-9A63-41CA-9F2B-6245304A1045},,,ACT,895CF173-9A63-41CA-9F2B-6245304A1045
POINT (-122.420869518039 37.8077272739848),396,,,,METER,,,,,,1,,8,,,,{6845046F-0F86-485F-A79C-BF1015EB7730},,,ACT,6845046F-0F86-485F-A79C-BF1015EB7730
POINT (-122.420866431106 37.8077129346064),397,,,,METER,,,,,,1,,8,,,,{EACB4203-59F6-4688-9BA4-3F0A19ABC05D},,,ACT,EACB4203-59F6-4688-9BA4-3F0A19ABC05D
POINT (-122.420866431106 37.8077129346064),398,,,,METER,,,,,,1,,8,,,,{5FCC2B10-C052-414E-BEEF-F96DFC2C9AB3},,,ACT,5FCC2B10-C052-414E-BEEF-F96DFC2C9AB3
POINT (-122.420863509415 37.8077220592014),399,,,,METER,,,,,,1,,8,,,,{C2EE5D5E-611F-4E73-A939-B8D94600D53A},,,ACT,C2EE5D5E-611F-4E73-A939-B8D94600D53A
POINT (-122.42090776518 37.8076849744865),400,,,,METER,,,,,,1,,8,,,,{C1B53B14-39BA-4556-804F-A6FE60AD44E7},,,ACT,C1B53B14-39BA-4556-804F-A6FE60AD44E7
POINT (-122.420925200487 37.8076807359905),401,,,,METER,,,,,,1,,8,,,,{8E04FF0B-4721-4999-84F2-94DE7EDC8320},,,ACT,8E04FF0B-4721-4999-84F2-94DE7EDC8320
POINT (-122.421322167321 37.8076288170702),402,,,,METER,,,,,,1,,8,,,,{D50CC713-7337-4608-B836-3A96261FE2AD},,,ACT,D50CC713-7337-4608-B836-3A96261FE2AD
POINT (-122.42136374108 37.8076224594474),403,,,,METER,,,,,,1,,8,,,,{C6BAD81D-1DE2-46EC-9CB0-F8E4E4571F08},,,ACT,C6BAD81D-1DE2-46EC-9CB0-F8E4E4571F08
POINT (-122.421446889249 37.8076214004271),404,,,,METER,,,,,,1,,8,,,,{AC9C6202-0146-4600-8A4F-A2AB87EE584E},,,ACT,AC9C6202-0146-4600-8A4F-A2AB87EE584E
POINT (-122.395194484457 37.7969524557509),405,,,,METER,,,,,,1,,8,,,,{621FB354-A3B3-495F-BB14-D2D99F8A82DF},,,ACT,621FB354-A3B3-495F-BB14-D2D99F8A82DF
POINT (-122.395318869345 37.7969454107454),406,,,,METER,,,,,,1,,8,,,,{099F6E66-69E7-4CAD-BEE2-AD4BE68826C0},,,ACT,099F6E66-69E7-4CAD-BEE2-AD4BE68826C0
POINT (-122.395313124095 37.7969379500544),407,,,,METER,,,,,,1,,8,,,,{6B7413AF-D5BE-48E6-A185-001D01EEB30C},,,ACT,6B7413AF-D5BE-48E6-A185-001D01EEB30C
POINT (-122.395062476 37.7966609345504),408,,,,METER,,,,,,1,,8,,,,{8BADCD07-EE34-47C0-9544-05E8E76D6C51},,,ACT,8BADCD07-EE34-47C0-9544-05E8E76D6C51
POINT (-122.395067638049 37.796669264379),409,,,,METER,,,,,,1,,8,,,,{CE57E436-94E0-409D-B019-907D596DA5D6},,,ACT,CE57E436-94E0-409D-B019-907D596DA5D6
POINT (-122.395074193147 37.7966767300909),410,,,,METER,,,,,,1,,8,,,,{D98FCF01-B3F7-4EAF-9D0C-866BE77C703F},,,ACT,D98FCF01-B3F7-4EAF-9D0C-866BE77C703F
POINT (-122.395933372461 37.7976888611732),411,,,,METER,,,,,,1,,8,,,,{162ECAE9-AEFA-47BE-8020-973086229E9C},,,ACT,162ECAE9-AEFA-47BE-8020-973086229E9C
POINT (-122.395933372461 37.7976888611732),412,,,,METER,,,,,,1,,8,,,,{1EA75CF9-8192-4AE7-AC4F-23A6EAD1C1E7},,,ACT,1EA75CF9-8192-4AE7-AC4F-23A6EAD1C1E7
POINT (-122.395933372461 37.7976888611732),413,,,,METER,,,,,,1,,8,,,,{0D9D9D3D-A46B-453B-8E91-99A80E2AD749},,,ACT,0D9D9D3D-A46B-453B-8E91-99A80E2AD749
POINT (-122.396034300767 37.797825015261),414,,,,METER,,,,,,1,,8,,,,{C10B1840-E1A7-442E-AE59-D191E0C90D6A},,,ACT,C10B1840-E1A7-442E-AE59-D191E0C90D6A
POINT (-122.396104037257 37.798162003251),415,,,,METER,,,,,,1,,8,,,,{71571FC1-5F8A-4451-9C79-9458ECEB4307},,,ACT,71571FC1-5F8A-4451-9C79-9458ECEB4307
POINT (-122.396586834829 37.79838877986),416,,,,METER,,,,,,1,,8,,,,{CDA6CCEB-2BC7-471F-BEC7-E204E5ABDDE4},,,ACT,CDA6CCEB-2BC7-471F-BEC7-E204E5ABDDE4
POINT (-122.396602928691 37.7983993769826),417,,,,METER,,,,,,1,,8,,,,{1C3D9722-04A8-4AA6-9921-BB541B7277B8},,,ACT,1C3D9722-04A8-4AA6-9921-BB541B7277B8
POINT (-122.39661633956 37.7984057356108),418,,,,METER,,,,,,1,,8,,,,{CB9C7AB3-7755-4A40-A771-98074AB2419C},,,ACT,CB9C7AB3-7755-4A40-A771-98074AB2419C
POINT (-122.396610975058 37.7984269291061),419,,,,METER,,,,,,1,,8,,,,{CE8FAE37-241B-4E2D-9464-B1275A2C7F54},,,ACT,CE8FAE37-241B-4E2D-9464-B1275A2C7F54
POINT (-122.397353946788 37.7992428964467),420,,,,METER,,,,,,1,,8,,,,{A3F530C2-7EAC-4460-A03D-8A99DAF472D2},,,ACT,A3F530C2-7EAC-4460-A03D-8A99DAF472D2
POINT (-122.397750153046 37.7996501480519),421,,,,METER,,,,,,1,,8,,,,{3C7CC420-6BE9-438B-BA51-6142B7B6F2E0},,,ACT,3C7CC420-6BE9-438B-BA51-6142B7B6F2E0
POINT (-122.397754651519 37.7996552026372),422,,,,METER,,,,,,1,,8,,,,{505968A6-BF05-4943-99A3-7E423C4CF0B5},,,ACT,505968A6-BF05-4943-99A3-7E423C4CF0B5
POINT (-122.397754651519 37.7996552026372),423,,,,METER,,,,,,1,,8,,,,{FEB19F33-2BA9-45D6-84BA-26E9FA6BBE14},,,ACT,FEB19F33-2BA9-45D6-84BA-26E9FA6BBE14
POINT (-122.397750153046 37.7996501480519),424,,,,METER,,,,,,1,,8,,,,{E8DE2B7E-5E6E-4256-9C9C-FD9362326065},,,ACT,E8DE2B7E-5E6E-4256-9C9C-FD9362326065
POINT (-122.397796512099 37.8002771472226),425,,,,METER,,,,,,1,,8,,,,{0EEC10D3-91DD-4047-B767-8DEF638D9572},,,ACT,0EEC10D3-91DD-4047-B767-8DEF638D9572
