WKT,objectid,facilityid,installdate,locdesc,rotation,diameter,valvetype,enabled,activeflag,ownedby,maintby,lastupdate,lasteditor,globalid,comments,doc_name,status,ResourceID
POINT (-122.385754099402 37.7703104034502),1,,,,,0,,1,,1,,2011-03-08T00:00:00.000,JS,{281AA46A-0B69-4B02-A148-CBBE2B6A052F}, LOCATION APPROX.PER PORT PLUMBER DAVE RAUENBUHLER,,INACT,281AA46A-0B69-4B02-A148-CBBE2B6A052F
POINT (-122.369034222507 37.7412507897376),2,,,,,0,VALVE,1,,1,,,,{FBD1A604-514F-44A4-A859-A7415F93B69D}, ZZ - Water - Valve-Equipment from SP_UTIL_LINE owner = port,,UNK,FBD1A604-514F-44A4-A859-A7415F93B69D
POINT (-122.373040514459 37.7396884581823),3,,,,,0,VALVE,1,,1,,,,{D18127C5-0B2A-41A1-951F-7B7172B807F3}, ZZ - Water - Valve-Equipment from SP_UTIL_LINE owner = port,,UNK,D18127C5-0B2A-41A1-951F-7B7172B807F3
POINT (-122.372376958349 37.7398400000593),4,,,,,0,VALVE,1,,1,,,,{355857BF-DDD6-4BF3-B104-C3ABC6D8B1A8}, ZZ - Water - Valve-Equipment from SP_UTIL_LINE owner = port,,UNK,355857BF-DDD6-4BF3-B104-C3ABC6D8B1A8
POINT (-122.397692961194 37.8034774572148),5,,,,,0,VALVE,1,,1,,,,{98C2DA47-B49F-4230-A990-15669C6C685E}, ,,ACT,98C2DA47-B49F-4230-A990-15669C6C685E
POINT (-122.399869719357 37.801917484285),6,,,,,0,VALVE,1,,1,,,,{61FB4744-C7CB-444F-B7CF-72C3541B99AC}, ,,ACT,61FB4744-C7CB-444F-B7CF-72C3541B99AC
POINT (-122.371646360282 37.7436501955155),7,,,,,0,VALVE,1,,1,,,,{E9AF68FF-8FD3-4900-968D-2A77E5F0EC97}, ZZ - Water - Valve-Equipment from SP_UTIL_LINE owner = port,,UNK,E9AF68FF-8FD3-4900-968D-2A77E5F0EC97
POINT (-122.371550409094 37.7436910673657),8,,,,,0,VALVE,1,,1,,,,{04482AF6-AB33-4630-8D15-41EC7EE845E7}, ZZ - Water - Valve-Equipment from SP_UTIL_LINE owner = port,,UNK,04482AF6-AB33-4630-8D15-41EC7EE845E7
POINT (-122.370921971312 37.7435125763121),9,,,,,0,VALVE,1,,1,,,,{ACEDB72C-91A3-4BD7-8D8D-98687518A660}, ZZ - Water - Valve-Equipment from SP_UTIL_LINE owner = port,,UNK,ACEDB72C-91A3-4BD7-8D8D-98687518A660
POINT (-122.370955762023 37.7431677359673),10,,,,,0,VALVE,1,,1,,,,{9B6B3AEC-BB9E-44D9-A336-C775928F8A28}, ZZ - Water - Valve-Equipment from SP_UTIL_LINE owner = port,,UNK,9B6B3AEC-BB9E-44D9-A336-C775928F8A28
POINT (-122.370296247459 37.7425607100546),11,,,,,0,VALVE,1,,1,,,,{E518D24A-1897-42E1-B194-538114BE5FEE}, ZZ - Water - Valve-Equipment from SP_UTIL_LINE owner = port,,UNK,E518D24A-1897-42E1-B194-538114BE5FEE
POINT (-122.368296231257 37.7401568540577),12,,,,,0,VALVE,1,,1,,,,{1D038466-9C89-4ECC-BF3F-F8CB560EE7E2}, ZZ - Water - Valve-Equipment from SP_UTIL_LINE owner = port,,UNK,1D038466-9C89-4ECC-BF3F-F8CB560EE7E2
POINT (-122.36910179997 37.7408926392995),13,,,,,0,VALVE,1,,1,,,,{7518A0B9-C609-42F3-AC41-56A9151CA952}, ZZ - Water - Valve-Equipment from SP_UTIL_LINE owner = port,,UNK,7518A0B9-C609-42F3-AC41-56A9151CA952
POINT (-122.371370789995 37.7404570809276),14,,,,,0,VALVE,1,,1,,2011-02-28T00:00:00.000,JS,{7801AF5E-BC4E-405A-86C1-123782A74299}, ZZ - Water - Valve-Equipment from SP_UTIL_LINE owner = port,,UNK,7801AF5E-BC4E-405A-86C1-123782A74299
POINT (-122.373729504981 37.7415880454114),15,,,,,0,VALVE,1,,1,,,,{0E35B9C9-ADB3-48E0-B1E1-413127DE96DE}, ZZ - Water - Valve-Equipment from SP_UTIL_LINE owner = port,,UNK,0E35B9C9-ADB3-48E0-B1E1-413127DE96DE
POINT (-122.372423579655 37.7400452234654),16,,,,,0,BFP,1,,1,,2011-02-28T00:00:00.000,JS,{E87BF833-3CEC-4DEB-9DA7-A6521FE7F0AD}, LOCATION PER PORT PLUMBER DAVE RAUENBUHLER,,ACT,E87BF833-3CEC-4DEB-9DA7-A6521FE7F0AD
POINT (-122.36884119385 37.7408187395532),17,,,,,0,BFP,1,,1,,2011-02-28T00:00:00.000,JS,{7131647E-B65F-4D6D-96FF-35171CF7A9F5}, LOCATION PER PORT PLUMBER DAVE RAUENBUHLER,,ACT,7131647E-B65F-4D6D-96FF-35171CF7A9F5
POINT (-122.368048133713 37.7405338067038),18,,,,,0,BFP,1,,1,,2011-02-28T00:00:00.000,JS,{C199931E-93E2-4AD5-85FD-2A0B7CA8A988}, LOCATION PER PORT PLUMBER DAVE RAUENBUHLER,,ACT,C199931E-93E2-4AD5-85FD-2A0B7CA8A988
POINT (-122.371892108682 37.7442360447232),19,,,,,0,BFP,1,,1,,2011-02-28T00:00:00.000,JS,{B5DB637E-3133-4194-8071-101A9F6D0290}, LOCATION PER PORT PLUMBER DAVE RAUENBUHLER,,ACT,B5DB637E-3133-4194-8071-101A9F6D0290
POINT (-122.394029717452 37.7966826765775),20,,,,,0,BFP,1,,1,,2011-02-28T00:00:00.000,JS,{AEDCD9DA-A34D-4AB9-881C-7DB6B1B09299}, LOCATION PER PORT PLUMBER DAVE RAUENBUHLER,,ACT,AEDCD9DA-A34D-4AB9-881C-7DB6B1B09299
POINT (-122.392178903405 37.7947844484056),21,,,,,0,BFP,1,,1,,2011-02-28T00:00:00.000,JS,{AA8E54A5-A2E5-4211-87EB-D1A321704FCB}, LOCATION PER PORT PLUMBER DAVE RAUENBUHLER,LOCATION PER PORT PLUMBER DAVE RAUENBUHLER,ACT,AA8E54A5-A2E5-4211-87EB-D1A321704FCB
POINT (-122.395370631745 37.7979115335923),22,,,,,0,BFP,1,,1,,2011-03-01T00:00:00.000,JS,{6C7E2F01-96E9-4B47-AC7C-E0663A5D8465}, LOCATION PER PORT PLUMBER DAVE RAUENBUHLER,,ACT,6C7E2F01-96E9-4B47-AC7C-E0663A5D8465
POINT (-122.400402253991 37.8030069459752),23,,,,,0,VALVE,1,,1,,,,{74B5C5D0-C1D1-404E-AAF5-CCE7D2054966}, ,P23-Water&Power.jpg,ACT,74B5C5D0-C1D1-404E-AAF5-CCE7D2054966
POINT (-122.400693597167 37.8032835703696),24,,,,,0,VALVE,1,,1,,,,{6046E2D0-F3CA-4B39-8294-DD2AB6883421}, ,P23-Water&Power.jpg,ACT,6046E2D0-F3CA-4B39-8294-DD2AB6883421
POINT (-122.400676825373 37.8032944289822),25,,,,,0,VALVE,1,,1,,,,{DCE76C2F-C673-4C98-B6C5-F23869DEA5C0}, ,P23-Water&Power.jpg,ACT,DCE76C2F-C673-4C98-B6C5-F23869DEA5C0
POINT (-122.401067682862 37.80327156115),26,,,,,0,VALVE,1,,1,,,,{BB56D3FD-ACF5-4C00-AD81-F44821CBFF04}, ,P23-Water&Power.jpg,ACT,BB56D3FD-ACF5-4C00-AD81-F44821CBFF04
POINT (-122.418863112509 37.8089642263291),27,,,,,0,VALVE,1,,1,,2010-12-02T00:00:00.000,JS,{D0439D88-EFA7-41D7-9A1C-1A72D947EF4B}, ,Pier47- Below Deck Fire Protection.dwg,ACT,D0439D88-EFA7-41D7-9A1C-1A72D947EF4B
POINT (-122.418908115419 37.809063911637),28,,,,,0,VALVE,1,,1,,2010-12-02T00:00:00.000,JS,{CA803BB5-0D6E-4DAF-BC6D-378772DD5B3A}, ,Pier47- Below Deck Fire Protection.dwg,ACT,CA803BB5-0D6E-4DAF-BC6D-378772DD5B3A
POINT (-122.418615642634 37.8089542754534),29,,,,,0,VALVE,1,,1,,2010-12-02T00:00:00.000,JS,{1689E52F-C6B6-4085-A8BD-2CFF3CAE6541}, ,Pier47- Below Deck Fire Protection.dwg,ACT,1689E52F-C6B6-4085-A8BD-2CFF3CAE6541
POINT (-122.417895183728 37.8089555060332),30,,,,,0,VALVE,1,,1,,2010-12-02T00:00:00.000,JS,{8F2CFF5E-06C2-4633-8485-D31C862BD0D5}, ,Pier47- Below Deck Fire Protection.dwg,ACT,8F2CFF5E-06C2-4633-8485-D31C862BD0D5
POINT (-122.387294740531 37.7887536708149),31,,,,,0,BFP,1,,1,,2011-03-04T00:00:00.000,JS,{8B72B473-A207-47B1-915C-988070DA4826}, SIZE/MATL/STATUS/LOCATION PER PORT PLUMBER DAVE,,ACT,8B72B473-A207-47B1-915C-988070DA4826
POINT (-122.386861118653 37.7855582530366),32,,,,,0,BFP,1,,1,,2011-03-08T00:00:00.000,JS,{D6846960-22D6-49BF-8F11-F0E180E2E0B5}, LOCATION APPROX.PER PORT PLUMBER DAVE RAUENBUHLER,,ACT,D6846960-22D6-49BF-8F11-F0E180E2E0B5
POINT (-122.388010745717 37.7821861434503),33,,,,,0,BFP,1,,1,,2011-03-08T00:00:00.000,JS,{FEAD14CC-8A9B-40F8-A1F3-9908378BDB64}, LOCATION APPROX.PER PORT PLUMBER DAVE RAUENBUHLER,,ACT,FEAD14CC-8A9B-40F8-A1F3-9908378BDB64
POINT (-122.385789124377 37.770244111476),34,,,,,0,VALVE,1,,1,,2011-03-08T00:00:00.000,JS,{F13471E9-5DBA-4281-B57B-ACCBC70C0D7E}, ,,ACT,F13471E9-5DBA-4281-B57B-ACCBC70C0D7E
POINT (-122.385646674751 37.7702437091521),35,,,,,0,VALVE,1,,1,,2011-03-08T00:00:00.000,JS,{9D21A9E2-05B9-4867-997B-14457150BB8D}, ,,ACT,9D21A9E2-05B9-4867-997B-14457150BB8D
POINT (-122.405106904045 37.8066107661339),36,,,,,4,BFP,1,,1,,2014-01-21T00:00:00.000,JAH,{F2568BAD-675A-4FC8-8EFA-2F847F847CA0},"BFP inside utility enclosure, next to gas meters.",Field Survey.,ACT,F2568BAD-675A-4FC8-8EFA-2F847F847CA0
POINT (-122.415628947394 37.8092073963261),37,,,,,0,BFP,1,,1,,2011-03-04T00:00:00.000,JS,{69C8BC12-EA1F-4A8D-B1D9-06FC02A17647}, LOCATION PER PORT PLUMBER DAVE RAUENBUHLER,,ACT,69C8BC12-EA1F-4A8D-B1D9-06FC02A17647
POINT (-122.416330240848 37.8092484478164),38,,,,,0,BFP,1,,1,,2011-03-04T00:00:00.000,JS,{2446D27A-1AA0-45F6-9944-F11A81BA8347}, LOCATION PER PORT PLUMBER DAVE RAUENBUHLER,,ACT,2446D27A-1AA0-45F6-9944-F11A81BA8347
POINT (-122.417767505423 37.8084566528497),39,,,,,0,BFP,1,,1,,2010-12-02T00:00:00.000,JS,{8DC9B200-BD59-4CF9-A4B1-9F6D28CBE14F}, ,Pier47- Below Deck Fire Protection.dwg,ACT,8DC9B200-BD59-4CF9-A4B1-9F6D28CBE14F
POINT (-122.375711927782 37.7415359664101),40,,,,,0,VALVE,1,,1,,2010-11-15T00:00:00.000,JAH,{1CEA4A27-5A07-4CE1-8EA6-2B7CE4833B0A}, ,,ACT,1CEA4A27-5A07-4CE1-8EA6-2B7CE4833B0A
POINT (-122.375248967493 37.7414608857406),41,,,,,0,VALVE,1,,1,,2010-11-15T00:00:00.000,JAH,{70BE46C8-7945-46C5-81CE-12D9057D565D}, ,,ACT,70BE46C8-7945-46C5-81CE-12D9057D565D
POINT (-122.373750697166 37.7423499719371),42,,,,,0,VALVE,1,,1,,2010-11-15T00:00:00.000,JAH,{B586E9EE-B18C-4DCE-9731-CE1ACF318041}, ,,ACT,B586E9EE-B18C-4DCE-9731-CE1ACF318041
POINT (-122.372567794467 37.7430054218614),43,,,,,0,VALVE,1,,1,,2010-11-15T00:00:00.000,JAH,{D477D9F0-9C55-421B-A91A-35BFAAF3B5E8}, ,,ACT,D477D9F0-9C55-421B-A91A-35BFAAF3B5E8
POINT (-122.373767987553 37.7442843036833),44,,,,,0,VALVE,1,,1,,2010-11-15T00:00:00.000,JAH,{86B281A6-3FF4-4A01-8688-31EED4E3200C}, ,,ACT,86B281A6-3FF4-4A01-8688-31EED4E3200C
POINT (-122.371931071392 37.7441365365954),45,,,,,0,VALVE,1,,1,,2010-11-15T00:00:00.000,JAH,{58588562-E51A-41EF-9D24-3FE710AC0CF7}, ,,ACT,58588562-E51A-41EF-9D24-3FE710AC0CF7
POINT (-122.372761150727 37.7450417895514),46,,,,,0,VALVE,1,,1,,2010-11-15T00:00:00.000,JAH,{5D62E186-6027-4F3D-9DD3-5E10B94768FF}, ,,ACT,5D62E186-6027-4F3D-9DD3-5E10B94768FF
POINT (-122.371746279614 37.7435699271177),47,,,,,0,VALVE,1,,1,,2010-11-15T00:00:00.000,JAH,{5F2D74F6-1109-43DA-85EC-BF423CCB4CA1}, ,,ACT,5F2D74F6-1109-43DA-85EC-BF423CCB4CA1
POINT (-122.371588669544 37.7437121356544),48,,2013-07-01T00:00:00.000,,,144,VALVE,1,,1,,2014-04-25T00:00:00.000,JAH,{2ECABFCB-6EB5-45A3-B71D-72BACA5BC4F2},Installed by Maintenance in 2013,Field Survey,ACT,2ECABFCB-6EB5-45A3-B71D-72BACA5BC4F2
POINT (-122.372124763873 37.7439888815053),49,,,,,0,VALVE,1,,1,,2010-11-15T00:00:00.000,JAH,{F551FB7F-B8B3-455B-90CB-88CDD90F3E41}, ,,ACT,F551FB7F-B8B3-455B-90CB-88CDD90F3E41
POINT (-122.372909302599 37.7448135666508),50,,,,,0,VALVE,1,,1,,2010-11-15T00:00:00.000,JAH,{5B85C67C-EB1A-4BD3-AFFE-A8B3FB5085AF}, ,,ACT,5B85C67C-EB1A-4BD3-AFFE-A8B3FB5085AF
POINT (-122.374868399111 37.7438443171032),51,,,,,0,VALVE,1,,1,,2010-11-15T00:00:00.000,JAH,{4152236D-0349-40EF-A724-C24D69D41637}, ,,ACT,4152236D-0349-40EF-A724-C24D69D41637
POINT (-122.374148362731 37.7427817447583),52,,,,,0,VALVE,1,,1,,2010-11-15T00:00:00.000,JAH,{D1410A93-DB90-464A-AF8A-398652954187}, ,,ACT,D1410A93-DB90-464A-AF8A-398652954187
POINT (-122.374900720572 37.7417404576784),53,,,,,0,VALVE,1,,1,,2010-11-15T00:00:00.000,JAH,{FF438A6C-BCBE-42DD-9B3E-726C77AA0371}, ,,ACT,FF438A6C-BCBE-42DD-9B3E-726C77AA0371
POINT (-122.375377899399 37.7418692528914),54,,,,,0,VALVE,1,,1,,2010-11-15T00:00:00.000,JAH,{6B2EC80A-CE44-414B-B91E-4F6DF15E000E}, ,,ACT,6B2EC80A-CE44-414B-B91E-4F6DF15E000E
POINT (-122.371571467741 37.7421074441221),55,,,,,0,VALVE,1,,1,,,,{BC4360F4-6B37-4995-A43E-1598B57C5F10}, ZZ - Water - Valve-Equipment from SP_UTIL_LINE owner = port,,UNK,BC4360F4-6B37-4995-A43E-1598B57C5F10
POINT (-122.371553682544 37.7415719509031),56,,,,,0,VALVE,1,,1,,,,{12D82B5C-A842-4E93-8E09-3AF1EAC8869D}, ZZ - Water - Valve-Equipment from SP_UTIL_LINE owner = port,,UNK,12D82B5C-A842-4E93-8E09-3AF1EAC8869D
POINT (-122.369698972249 37.7418959499493),57,,,,,0,VALVE,1,,1,,,,{FB4A2CE2-F6A9-486C-BFEF-69892481E375}, ZZ - Water - Valve-Equipment from SP_UTIL_LINE owner = port,,UNK,FB4A2CE2-F6A9-486C-BFEF-69892481E375
POINT (-122.369575693164 37.7417676654297),58,,,,,0,VALVE,1,,1,,2011-02-28T00:00:00.000,JS,{CAC2FB45-204D-4F9F-A706-6E7A554C68E7}, ZZ - Water - Valve-Equipment from SP_UTIL_LINE owner = port,,UNK,CAC2FB45-204D-4F9F-A706-6E7A554C68E7
POINT (-122.376957917866 37.73997173988),59,,,,,0,VALVE,1,,1,,,,{CBFFAB56-EE48-40A4-B396-DDABDC67FD96}, ZZ - Water - Valve-Equipment from SP_UTIL_LINE owner = port,,UNK,CBFFAB56-EE48-40A4-B396-DDABDC67FD96
POINT (-122.376934502153 37.7399952650732),60,,,,,0,VALVE,1,,1,,,,{F9D56648-BC18-481C-AFB3-60C4890E0B8A}, ZZ - Water - Valve-Equipment from SP_UTIL_LINE owner = port,,UNK,F9D56648-BC18-481C-AFB3-60C4890E0B8A
POINT (-122.376911338601 37.7400187997628),61,,,,,0,VALVE,1,,1,,,,{8AFAC01C-8A38-4177-95AD-2BF40E010A6C}, ZZ - Water - Valve-Equipment from SP_UTIL_LINE owner = port,,UNK,8AFAC01C-8A38-4177-95AD-2BF40E010A6C
POINT (-122.376892695883 37.7400377365377),62,,,,,0,VALVE,1,,1,,,,{0511C0E6-42CE-4E5A-889F-F4903E4F46AE}, ZZ - Water - Valve-Equipment from SP_UTIL_LINE owner = port,,UNK,0511C0E6-42CE-4E5A-889F-F4903E4F46AE
POINT (-122.37694843879 37.7400036956336),63,,,,,0,VALVE,1,,1,,,,{0FDF7C23-4D0D-428B-90C6-797BB149AECA}, ZZ - Water - Valve-Equipment from SP_UTIL_LINE owner = port,,UNK,0FDF7C23-4D0D-428B-90C6-797BB149AECA
POINT (-122.376611962794 37.7406524093321),64,,,,,0,VALVE,1,,1,,,,{F4220A4F-8A2C-4C4F-B773-0FD2EDE1C525}, ZZ - Water - Valve-Equipment from SP_UTIL_LINE owner = port,,UNK,F4220A4F-8A2C-4C4F-B773-0FD2EDE1C525
POINT (-122.37248861156 37.7403481621548),65,,,,,0,VALVE,1,,1,,,,{2BF8A4A2-F50C-4D28-B047-10BFEB4556AA}, ZZ - Water - Valve-Equipment from SP_UTIL_LINE owner = port,,UNK,2BF8A4A2-F50C-4D28-B047-10BFEB4556AA
POINT (-122.401321393257 37.8063113490238),66,,1967-07-01T00:00:00.000,,,0,VALVE,1,,1,,2010-11-17T00:00:00.000,JS,{C8F1ADB8-0645-4846-9066-C38CF4DF7AD0}, Chain operated gate valve. Secure chain on wall 4' up,7428-27-1,ACT,C8F1ADB8-0645-4846-9066-C38CF4DF7AD0
POINT (-122.368995390358 37.7409777028661),67,,,,,0,VALVE,1,,1,,,,{95DF4263-5787-445A-9298-5636930518B0}, ZZ - Water - Valve-Equipment from SP_UTIL_LINE owner = port,,UNK,95DF4263-5787-445A-9298-5636930518B0
POINT (-122.38773848055 37.7865123204399),68,,,,,0,VALVE,1,,8,,,JAH,{63B5433E-5ABC-4D9D-897D-89C5AEBA8D40},,15694-4027-W,ACT,63B5433E-5ABC-4D9D-897D-89C5AEBA8D40
POINT (-122.387756038265 37.7864973883689),69,,,,,0,VALVE,1,,8,,,JAH,{E6EE69EE-94CE-4F81-900F-469DFC453F25},,15694-4027-W,ACT,E6EE69EE-94CE-4F81-900F-469DFC453F25
POINT (-122.387740805632 37.7864828605345),70,,,,,0,VALVE,1,,8,,,JAH,{5BB79BD2-2D0F-4FF0-8A8C-981741CB2D60},,15694-4027-W,ACT,5BB79BD2-2D0F-4FF0-8A8C-981741CB2D60
POINT (-122.387884595237 37.7850224591599),71,,,,,0,VALVE,1,,8,,,JAH,{E3AE009F-0ECF-4773-8A87-5776D7D89844},,15694-4027-W,ACT,E3AE009F-0ECF-4773-8A87-5776D7D89844
POINT (-122.387903408963 37.7850098690154),72,,,,,0,VALVE,1,,8,,,JAH,{4CA45548-2C20-4A22-ABDC-D10A0A5F0F3E},,15694-4027-W,ACT,4CA45548-2C20-4A22-ABDC-D10A0A5F0F3E
POINT (-122.38788709877 37.7849952881604),73,,,,,0,VALVE,1,,8,,,JAH,{0C868F15-56C7-4C04-B48F-9E6E3FDF9361},,15694-4027-W,ACT,0C868F15-56C7-4C04-B48F-9E6E3FDF9361
POINT (-122.388170160223 37.7850095618024),74,,,,,0,VALVE,1,,8,,,JAH,{7D2E53DE-F728-46CC-BE41-2E5EC3AA8F20},,15694-4027-W,ACT,7D2E53DE-F728-46CC-BE41-2E5EC3AA8F20
POINT (-122.388164843613 37.7850759723647),75,,,,,0,VALVE,1,,8,,,JAH,{E5ED0008-912D-461C-9BDD-D3DCC980FF81},,15694-4027-W,ACT,E5ED0008-912D-461C-9BDD-D3DCC980FF81
POINT (-122.388202422886 37.7848206842074),76,,,,,0,VALVE,1,,8,,,JAH,{67B5BF8D-363D-487F-9076-83855D803437},,15694-4027-W,ACT,67B5BF8D-363D-487F-9076-83855D803437
POINT (-122.419006342006 37.807773584279),77,,,,,0,VALVE,1,,8,,2012-05-03T16:49:47.000,JAH,{A5BB4F16-777A-44C2-BA19-7D6139D6171A},,12510-302-C,ACT,A5BB4F16-777A-44C2-BA19-7D6139D6171A
POINT (-122.41909469035 37.8076859124503),78,,,,,0,VALVE,1,,8,,2012-05-03T16:49:49.000,JAH,{DB345960-DF14-4775-AF82-A244E58D3860},,12510-302-C,ACT,DB345960-DF14-4775-AF82-A244E58D3860
POINT (-122.372816109568 37.7403091492002),79,,,,,0,VALVE,1,,1,,2012-06-18T12:19:57.000,JAH,{1C72507A-4E48-447E-80CC-E311006C1820},,8089-96-1,ACT,1C72507A-4E48-447E-80CC-E311006C1820
POINT (-122.394943030808 37.7965310035667),80,,1997-07-01T00:00:00.000,,,0,VALVE,1,,8,,2012-06-25T13:57:07.000,JAH,{D26A20F7-A4B2-4EAE-B3E3-83C89B28499D},,14822-4023-W,ACT,D26A20F7-A4B2-4EAE-B3E3-83C89B28499D
POINT (-122.395082150101 37.7966681912334),81,,1997-07-01T00:00:00.000,,,0,VALVE,1,,8,,2012-06-25T13:57:08.000,JAH,{B7FF113B-CEC3-41AE-A027-E90DD4158B94},,14822-4023-W,ACT,B7FF113B-CEC3-41AE-A027-E90DD4158B94
POINT (-122.395093063823 37.7966948700667),82,,,,,0,VALVE,1,,8,,2012-06-25T14:31:13.000,JAH,{62C7470D-6DB4-436E-ABA1-724CF0A6DFED},,14822-4023-W,ACT,62C7470D-6DB4-436E-ABA1-724CF0A6DFED
POINT (-122.395091887591 37.7967037397432),83,,,,,0,VALVE,1,,8,,2012-06-25T14:31:14.000,JAH,{422B4038-A0E6-4FEB-B9FD-5E2D6C75CD16},,14822-4023-W,ACT,422B4038-A0E6-4FEB-B9FD-5E2D6C75CD16
POINT (-122.395043886813 37.7966627229867),84,,,,,0,VALVE,1,,8,,2012-06-25T14:31:16.000,JAH,{8F3EAF2C-3FB5-4EEF-8BA1-C2F31E51ABD6},,14822-4023-W,ACT,8F3EAF2C-3FB5-4EEF-8BA1-C2F31E51ABD6
POINT (-122.394956377394 37.7965539979266),85,,,,,0,VALVE,1,,8,,2012-06-25T14:31:17.000,JAH,{9AD39163-64DF-40B3-87A4-58ECE6E0139E},,14822-4023-W,ACT,9AD39163-64DF-40B3-87A4-58ECE6E0139E
POINT (-122.395173147569 37.7967923095705),86,,,,,0,VALVE,1,,8,,2012-06-25T14:31:17.000,JAH,{9DA76739-9542-4032-9B74-620A4AEFF19E},,14822-4023-W,ACT,9DA76739-9542-4032-9B74-620A4AEFF19E
POINT (-122.395113647104 37.7966844844853),87,,1997-07-01T00:00:00.000,,,0,VALVE,1,,8,,2012-06-25T14:41:37.000,JAH,{F7F37D87-A84D-4960-B35B-EAC296430C06},,14822-4023-W,ACT,F7F37D87-A84D-4960-B35B-EAC296430C06
POINT (-122.38750320811 37.7881116551879),88,,,,,4,BFP,1,,1,,2012-08-15T10:57:50.000,JAH,{6D8DDD50-1C03-4023-B649-53C59A773775},"Vertical, on Raiser.",,ACT,6D8DDD50-1C03-4023-B649-53C59A773775
POINT (-122.3874347893 37.7878021695061),89,,2012-07-01T00:00:00.000,,,3,BFP,1,,1,,2012-08-15T11:03:59.000,JAH,{C2FCE7C4-053B-405C-B279-C617ACF14056},"3"" Wilkins 375",,ACT,C2FCE7C4-053B-405C-B279-C617ACF14056
POINT (-122.387876939609 37.7886925931173),90,,,,,0,VALVE,1,,8,,2012-08-14T11:37:07.000,JAH,{C0FC8E5E-0413-421B-8A54-98EF108CF386},"Assumed, Google Street shows valve.",,ACT,C0FC8E5E-0413-421B-8A54-98EF108CF386
POINT (-122.387650854894 37.7878242877796),91,,,,,0,VALVE,1,,8,,,,{360A75BA-C5F3-422B-8388-B6A308132CA7},,,ACT,360A75BA-C5F3-422B-8388-B6A308132CA7
POINT (-122.388336140279 37.7896834935783),92,,,,,0,VALVE,1,,8,,2012-08-14T10:29:14.000,JAH,{3027ACB8-46BC-4D35-8B04-A9C1F7CAB4B7},,SOUTH-EMB PROJECT,ACT,3027ACB8-46BC-4D35-8B04-A9C1F7CAB4B7
POINT (-122.388342695243 37.7896730976963),93,,,,,0,VALVE,1,,8,,2012-08-14T10:29:14.000,JAH,{AC58F310-8974-4A29-95F6-9C2F99CE5567},,SOUTH-EMB PROJECT,ACT,AC58F310-8974-4A29-95F6-9C2F99CE5567
POINT (-122.388328190487 37.7896693160067),94,,,,,0,VALVE,1,,8,,2012-08-14T10:29:14.000,JAH,{927D337F-EF40-4032-AE17-22735D6FD638},,SOUTH-EMB PROJECT,ACT,927D337F-EF40-4032-AE17-22735D6FD638
POINT (-122.388377402437 37.7897797667772),95,,,,,0,VALVE,1,,8,,2012-08-14T10:29:14.000,JAH,{836A64C5-7029-4014-BD89-D24CC9DCBA56},,SOUTH-EMB PROJECT,ACT,836A64C5-7029-4014-BD89-D24CC9DCBA56
