WKT,objectid,facilityid,installdate,locdesc,rotation,diameter,valvetype,enabled,activeflag,ownedby,maintby,lastupdate,lasteditor,globalid,comments,doc_name,status,ResourceID
POINT (-122.388337307866 37.7896194620155),96,,,,,0,VALVE,1,,8,,2012-08-14T10:29:14.000,JAH,{64CA672B-2C96-4DEE-A064-758B8E017893},,SOUTH-EMB PROJECT,ACT,64CA672B-2C96-4DEE-A064-758B8E017893
POINT (-122.388368104449 37.7896260288716),97,,,,,0,VALVE,1,,8,,2012-08-14T10:29:14.000,JAH,{254551F7-1DC7-49C4-9F27-6F494B6A0877},,SOUTH-EMB PROJECT,ACT,254551F7-1DC7-49C4-9F27-6F494B6A0877
POINT (-122.388392527503 37.7896173033459),98,,,,,0,VALVE,1,,8,,2012-08-14T10:29:14.000,JAH,{14097EE1-1149-4FF0-AE68-F05311DFF1D2},,SOUTH-EMB PROJECT,ACT,14097EE1-1149-4FF0-AE68-F05311DFF1D2
POINT (-122.388695086534 37.7895108315804),99,,,,,0,VALVE,1,,8,,2012-08-14T10:29:14.000,JAH,{41804730-A354-4AF0-8063-7BA713DFCB0E},,SOUTH-EMB PROJECT,ACT,41804730-A354-4AF0-8063-7BA713DFCB0E
POINT (-122.388727654085 37.7894587084824),100,,,,,0,VALVE,1,,8,,2012-08-14T10:29:14.000,JAH,{2CAD83AB-44E3-47CE-BBA4-2980AF9A77F4},,SOUTH-EMB PROJECT,ACT,2CAD83AB-44E3-47CE-BBA4-2980AF9A77F4
POINT (-122.388887658481 37.7893163813576),101,,,,,0,VALVE,1,,8,,2012-08-14T10:29:14.000,JAH,{DB3AF4F6-7038-4EC9-B0F2-2AB8DE8EAC28},,SOUTH-EMB PROJECT,ACT,DB3AF4F6-7038-4EC9-B0F2-2AB8DE8EAC28
POINT (-122.38813631903 37.7893435375723),102,,,,,0,VALVE,1,,8,,2012-08-14T10:29:14.000,JAH,{FA5F19FB-D7C8-4300-8484-D1C4A460C330},,SOUTH-EMB PROJECT,ACT,FA5F19FB-D7C8-4300-8484-D1C4A460C330
POINT (-122.387980853915 37.7890321729103),103,,,,,0,VALVE,1,,8,,2012-08-14T10:29:14.000,JAH,{865D8B93-D555-4AE5-B088-8A793340C8FE},,SOUTH-EMB PROJECT,ACT,865D8B93-D555-4AE5-B088-8A793340C8FE
POINT (-122.387943671203 37.7889332874386),104,,,,,0,VALVE,1,,8,,2012-08-14T10:29:14.000,JAH,{5627B46D-F9C2-4504-B565-B79009A5FA78},,SOUTH-EMB PROJECT,ACT,5627B46D-F9C2-4504-B565-B79009A5FA78
POINT (-122.387686266622 37.7879030389528),105,,,,,0,VALVE,1,,8,,2012-08-14T10:29:14.000,JAH,{F40945E8-F583-4B54-AC58-17B94D177287},,SOUTH-EMB PROJECT,ACT,F40945E8-F583-4B54-AC58-17B94D177287
POINT (-122.387680941595 37.7878824333486),106,,,,,0,VALVE,1,,8,,2012-08-14T10:29:14.000,JAH,{B5C1172C-8D65-483A-B3C9-8B908E960621},,SOUTH-EMB PROJECT,ACT,B5C1172C-8D65-483A-B3C9-8B908E960621
POINT (-122.387761541849 37.7878771244281),107,,,,,0,VALVE,1,,8,,2012-08-14T10:29:14.000,JAH,{D5E4CCC8-26E9-452E-B190-ADA96FB4C150},,SOUTH-EMB PROJECT,ACT,D5E4CCC8-26E9-452E-B190-ADA96FB4C150
POINT (-122.388005090728 37.7877681357274),108,,,,,0,VALVE,1,,8,,2012-08-14T10:29:14.000,JAH,{D9353DB9-539B-4733-8854-10015E2CE82F},,SOUTH-EMB PROJECT,ACT,D9353DB9-539B-4733-8854-10015E2CE82F
POINT (-122.388012879426 37.7878197593359),109,,,,,0,VALVE,1,,8,,2012-08-14T10:29:14.000,JAH,{ACC1CFA4-D84A-4FEA-8082-B26B6E4F6303},,SOUTH-EMB PROJECT,ACT,ACC1CFA4-D84A-4FEA-8082-B26B6E4F6303
POINT (-122.388090523942 37.7878249118905),110,,,,,0,VALVE,1,,8,,2012-08-14T10:29:14.000,JAH,{5D9F0016-C506-462F-BB76-2F4A5AB4558B},,SOUTH-EMB PROJECT,ACT,5D9F0016-C506-462F-BB76-2F4A5AB4558B
POINT (-122.388726881235 37.7894409580339),111,,,,,0,VALVE,1,,8,,2012-08-14T10:29:14.000,JAH,{2F68BBF3-5DF5-4FCC-8A73-AD3E63FDE65B},,SOUTH-EMB PROJECT,ACT,2F68BBF3-5DF5-4FCC-8A73-AD3E63FDE65B
POINT (-122.38868787327 37.7893533581227),112,,,,,0,VALVE,1,,8,,2012-08-14T11:12:03.000,JAH,{4DF953B4-A475-4E4F-957F-EA4382A3C7EA},,SOUTH EMBARCADRO PROJECT,ACT,4DF953B4-A475-4E4F-957F-EA4382A3C7EA
POINT (-122.387943671203 37.7889332874386),113,,,,,0,VALVE,1,,8,,2012-08-14T11:22:38.000,JAH,{90F9E117-95F5-4924-AFF3-530697BE9827},,SOUTH EMBARCADRO PROJECT,ACT,90F9E117-95F5-4924-AFF3-530697BE9827
POINT (-122.388004508133 37.7876194879125),114,,,,,0,VALVE,1,,8,,2012-08-14T11:54:41.000,JAH,{3960170E-3966-4EA3-A604-9F6DE121683C},,SOUTH EMBARCADERO PROJECT,ACT,3960170E-3966-4EA3-A604-9F6DE121683C
POINT (-122.387628605866 37.7877547002447),115,,,,,0,VALVE,1,,8,,2012-08-14T12:05:23.000,JAH,{4FE1E757-5CBE-47C5-A52F-A226200B344E},Assumed. Shown on Google Street.,,ACT,4FE1E757-5CBE-47C5-A52F-A226200B344E
POINT (-122.387717744137 37.7880826794629),116,,,,,0,VALVE,1,,8,,2012-08-15T10:33:47.000,JAH,{271F7BA5-CFC3-4B66-BEAD-243F360D71FF},Googel Street,,ACT,271F7BA5-CFC3-4B66-BEAD-243F360D71FF
POINT (-122.397614484951 37.7998098130081),117,,,,,4,BFP,1,,1,,2012-08-08T15:46:08.000,JAH,{D08EB536-D740-43F3-8FB0-C788871B4B08},,,ACT,D08EB536-D740-43F3-8FB0-C788871B4B08
POINT (-122.416340925653 37.8092383861192),118,,,,,0,BFP,1,,1,,2011-03-04T00:00:00.000,JS,{2DDC7E8F-3063-4395-A882-20D9DF1EA459}, LOCATION PER PORT PLUMBER DAVE RAUENBUHLER,,ACT,2DDC7E8F-3063-4395-A882-20D9DF1EA459
POINT (-122.38780967121 37.788997269402),119,,,,,144,VALVE,1,,1,,2012-09-20T14:06:06.000,JAH,{39D19B12-B9FF-44FF-870F-4527888D5E78},Under Pier Inspection (9/20/2012),,ACT,39D19B12-B9FF-44FF-870F-4527888D5E78
POINT (-122.387800232391 37.7889993346917),120,,,,,144,VALVE,1,,1,,2012-09-20T14:06:06.000,JAH,{85977221-0413-4BBB-ABF0-03A1E8522AA4},Under Pier Inspection (9/20/2012),,ACT,85977221-0413-4BBB-ABF0-03A1E8522AA4
POINT (-122.387805933195 37.7890021083608),121,,,,,144,VALVE,1,,1,,2012-09-20T14:06:06.000,JAH,{D11C3E71-8A39-47BF-B99F-4BC74F0A2CD8},Under Pier Inspection (9/20/2012),,ACT,D11C3E71-8A39-47BF-B99F-4BC74F0A2CD8
POINT (-122.38799179909 37.7894258664715),122,,,,,144,VALVE,1,,1,,2012-09-20T14:06:06.000,JAH,{7C106251-FC69-45FC-B082-07C369EB29FE},Under Pier Inspection (9/20/2012),,ACT,7C106251-FC69-45FC-B082-07C369EB29FE
POINT (-122.38799179909 37.7894258664715),123,,,,,144,VALVE,1,,1,,2012-09-20T14:06:06.000,JAH,{3F8E8050-BB6A-4B5A-B4AC-AD686A8B1C1F},Under Pier Inspection (9/20/2012),,ACT,3F8E8050-BB6A-4B5A-B4AC-AD686A8B1C1F
POINT (-122.387496385421 37.7895663442636),124,,,,,144,VALVE,1,,1,,2012-09-20T14:06:06.000,JAH,{75A1C34A-3119-4812-B34A-483597C604B4},Under Pier Inspection (9/20/2012),,ACT,75A1C34A-3119-4812-B34A-483597C604B4
POINT (-122.387745168621 37.7895286544785),125,,,,,144,VALVE,1,,1,,2012-09-20T14:06:06.000,JAH,{03FB4332-3DBE-45CE-8E9E-5CE197D60B9E},Under Pier Inspection (9/20/2012),,ACT,03FB4332-3DBE-45CE-8E9E-5CE197D60B9E
POINT (-122.385829170223 37.7858473555449),126,,,,,0,VALVE,1,,1,,2012-04-03T15:55:30.000,JAH,{5E6776B4-0031-4588-BA99-9A5CA1BBFB27},,8446-30-1,INACT,5E6776B4-0031-4588-BA99-9A5CA1BBFB27
POINT (-122.385460068163 37.7859194109571),127,,,,,0,VALVE,1,,1,,2012-04-03T15:55:30.000,JAH,{41ED2600-013D-4702-A2DA-294ED2490C95},,8446-30-1,INACT,41ED2600-013D-4702-A2DA-294ED2490C95
POINT (-122.384979800432 37.7859460930623),128,,,,,0,VALVE,1,,1,,2012-04-03T15:55:30.000,JAH,{69FBD22A-7752-419E-A6DA-41960636A020},,8446-30-1,INACT,69FBD22A-7752-419E-A6DA-41960636A020
POINT (-122.384975151037 37.7858946723234),129,,,,,0,VALVE,1,,1,,2012-04-03T15:55:30.000,JAH,{A91A2A89-B4CA-426D-982F-D31AD1252A0B},,8446-30-1,INACT,A91A2A89-B4CA-426D-982F-D31AD1252A0B
POINT (-122.385313156035 37.7870995715733),130,,,,,0,VALVE,1,,1,,2012-04-03T15:55:30.000,JAH,{CB35744B-5734-4FE0-AE8C-4452AA075116},,8446-30-1,INACT,CB35744B-5734-4FE0-AE8C-4452AA075116
POINT (-122.385627317678 37.7870796714624),131,,,,,0,VALVE,1,,1,,2012-04-03T15:55:30.000,JAH,{B212CFCC-77BE-4A8B-B4D9-C9F645899400},,8446-30-1,INACT,B212CFCC-77BE-4A8B-B4D9-C9F645899400
POINT (-122.385622639236 37.7870279321879),132,,,,,0,VALVE,1,,1,,2012-04-03T15:55:30.000,JAH,{A8F66559-3F20-4A3A-ACA3-B31C53697D38},,8446-30-1,INACT,A8F66559-3F20-4A3A-ACA3-B31C53697D38
POINT (-122.385932589201 37.7870625586608),133,,,,,0,VALVE,1,,1,,2012-04-03T15:55:30.000,JAH,{06D9DCCC-7DF3-4E96-A5B2-6673B6170E9C},,8446-30-1,INACT,06D9DCCC-7DF3-4E96-A5B2-6673B6170E9C
POINT (-122.38624988998 37.7870430888214),134,,,,,0,VALVE,1,,1,,2012-04-03T15:55:30.000,JAH,{4DDD5345-95AE-42D4-841F-4B575AE81A71},,8446-30-1,INACT,4DDD5345-95AE-42D4-841F-4B575AE81A71
POINT (-122.386674598319 37.7870272887164),135,,,,,0,VALVE,1,,1,,2012-04-03T15:55:30.000,JAH,{F439945A-13B5-4798-9DC9-B9D9BB73400B},,8446-30-1,INACT,F439945A-13B5-4798-9DC9-B9D9BB73400B
POINT (-122.386922625538 37.7869440781306),136,,,,,0,VALVE,1,,1,,2012-04-03T15:55:30.000,JAH,{809DFA56-E565-4486-A484-DD6A93EA15AB},,8446-30-1,INACT,809DFA56-E565-4486-A484-DD6A93EA15AB
POINT (-122.386998989953 37.7869992203104),137,,,,,0,VALVE,1,,1,,2012-04-03T15:55:30.000,JAH,{2C7CD606-B7CA-4906-8DF8-03604ED75C12},,8446-30-1,INACT,2C7CD606-B7CA-4906-8DF8-03604ED75C12
POINT (-122.373757822287 37.7423460248741),138,,,,,0,VALVE,1,,1,,,,{AF0512A2-8CE2-474A-BFFE-4E2D14C25972}, ZZ - Water - Valve-Equipment from SP_UTIL_LINE owner = port,,UNK,AF0512A2-8CE2-474A-BFFE-4E2D14C25972
POINT (-122.37312825537 37.7426538420887),139,,,,,0,VALVE,1,,1,,,,{5C585A31-A443-478C-8863-7C62A1C3714F}, ZZ - Water - Valve-Equipment from SP_UTIL_LINE owner = port,,UNK,5C585A31-A443-478C-8863-7C62A1C3714F
POINT (-122.372562253435 37.7430000882179),140,,,,,0,VALVE,1,,1,,,,{A1ECBE8A-A4D1-414B-871E-577A5869B172}, ZZ - Water - Valve-Equipment from SP_UTIL_LINE owner = port,,UNK,A1ECBE8A-A4D1-414B-871E-577A5869B172
POINT (-122.372378905808 37.7431548705432),141,,,,,0,VALVE,1,,1,,,,{28A2C651-3DDF-4511-9881-7A3A8E3A3CAD}, ZZ - Water - Valve-Equipment from SP_UTIL_LINE owner = port,,UNK,28A2C651-3DDF-4511-9881-7A3A8E3A3CAD
POINT (-122.396531631247 37.7985612263415),142,,,,,0,BFP,1,,1,,2011-03-08T00:00:00.000,JS,{B1D04283-7B1D-41FA-AF6A-8E375149F778}, LOCATION APPROX. PER PORT PLUMBER DAVE RAUENBUHLER,,ACT,B1D04283-7B1D-41FA-AF6A-8E375149F778
POINT (-122.396545512604 37.7985829799736),143,,,,,0,BFP,1,,1,,2011-03-08T00:00:00.000,JS,{F859E25F-B1FB-4C3F-8737-71A1E1EF5006},BFP = Back Flow Preventer LOCATION APPROX. PER PORT PLUMBER DAVE RAUENBUHLER,Dave Ravenbeuler,ACT,F859E25F-B1FB-4C3F-8737-71A1E1EF5006
POINT (-122.406145756049 37.8071003807594),144,,,,,0,VALVE,1,,1,,2012-04-03T15:58:17.000,JAH,{E633FD58-5787-4CF1-85F0-E841B59A8464},,SK920402-15-1,ACT,E633FD58-5787-4CF1-85F0-E841B59A8464
POINT (-122.387721333364 37.7894855446478),145,,,,,144,VALVE,1,,1,,2012-09-20T14:06:06.000,JAH,{32E7205D-C0D0-4C24-B71A-A6241163C7B9},Under Pier Inspection (9/20/2012),,ACT,32E7205D-C0D0-4C24-B71A-A6241163C7B9
POINT (-122.388208868529 37.7894819108506),146,,2008-07-01T00:00:00.000,,,2,VALVE,1,,8,,2012-09-20T14:47:46.000,JAH,{2BAC682C-B984-4C8B-8E00-902E5AD8E9B2},Google Street. Might be one single line for Domestic & Fire. Then they spoit after the meter. Under pier inspection confirmed 2 separate lines for DW & FW.,,ACT,2BAC682C-B984-4C8B-8E00-902E5AD8E9B2
POINT (-122.384331300473 37.7458857862769),147,,,,,0,VALVE,1,,8,,2013-12-23T14:37:31.000,JAH,{3C374D9F-9F0E-4EC2-A28C-BE5E43C2CE16},,,ACT,3C374D9F-9F0E-4EC2-A28C-BE5E43C2CE16
POINT (-122.387680768242 37.7887130975206),148,,2013-07-01T00:00:00.000,,,3,BFP,1,,1,,2014-01-14T11:40:01.000,JAH,{1DE1C473-9C8F-4938-B0EB-677DACD3A59E},,Port Maintenance,ACT,1DE1C473-9C8F-4938-B0EB-677DACD3A59E
POINT (-122.399912873771 37.8022031833699),149,,2013-07-01T00:00:00.000,,,4,BFP,1,,1,,2014-03-04T17:36:58.000,JAH,{D93AE56A-5E26-4250-A589-949963F5069E},AMES Colt 400,,ACT,D93AE56A-5E26-4250-A589-949963F5069E
POINT (-122.382140603502 37.7492567160281),150,,1992-07-01T00:00:00.000,,,0,VALVE,1,,1,,2014-01-27T17:55:52.000,JAH,{227CE3EB-1CFE-49AF-BF8D-04DAFCED8B2B},,9859-80-1,ACT,227CE3EB-1CFE-49AF-BF8D-04DAFCED8B2B
POINT (-122.381724243038 37.7506800237085),151,,1963-07-01T00:00:00.000,,,4,VALVE,1,,1,,2014-03-12T11:25:33.000,JAH,{7B46CFF1-FF25-426F-85AF-687F5EC32AFB},Cap,7370-86-1,ACT,7B46CFF1-FF25-426F-85AF-687F5EC32AFB
POINT (-122.380871104768 37.7507894222482),152,,1963-07-01T00:00:00.000,,,6,VALVE,1,,1,,2014-01-27T17:55:52.000,JAH,{F3B361BD-001E-42B1-BE62-970E38EEF9F7},,7370-86-1,ACT,F3B361BD-001E-42B1-BE62-970E38EEF9F7
POINT (-122.380833749574 37.750867628245),153,,1963-07-01T00:00:00.000,,,0,VALVE,1,,1,,2014-01-27T17:55:52.000,JAH,{3C58F9F2-A4A8-4122-8FDF-362BE7AE9D82},,7370-86-1,ACT,3C58F9F2-A4A8-4122-8FDF-362BE7AE9D82
POINT (-122.380349144153 37.7509206240288),154,,1963-07-01T00:00:00.000,,,4,VALVE,1,,1,,2014-03-12T11:25:33.000,JAH,{79673FEA-CD99-4608-A1F3-D0236830AA4B},Cap,7370-86-1,ACT,79673FEA-CD99-4608-A1F3-D0236830AA4B
POINT (-122.378978246015 37.7495820064804),155,,1963-07-01T00:00:00.000,,,6,VALVE,1,,1,,2014-01-27T17:55:52.000,JAH,{BECE5A7C-B343-422F-9791-BDD446BC2405},,7370-86-1,ACT,BECE5A7C-B343-422F-9791-BDD446BC2405
POINT (-122.371466025902 37.7437371680988),156,,,,,0,VALVE,1,,1,,2010-11-15T00:00:00.000,JAH,{12431641-CCB2-4D4A-8D05-F475ADF03B1D}, ,8718-94-1,ACT,12431641-CCB2-4D4A-8D05-F475ADF03B1D
POINT (-122.380665573807 37.7494772873889),157,,1963-07-01T00:00:00.000,,,6,VALVE,1,,1,,2014-01-27T17:55:52.000,JAH,{8321B214-5B5A-4559-A271-3C3647911DCB},,7370-86-1,ACT,8321B214-5B5A-4559-A271-3C3647911DCB
POINT (-122.379851171711 37.7494027194949),158,,1963-07-01T00:00:00.000,,,4,VALVE,1,,1,,2014-03-12T11:25:33.000,JAH,{1834A6B9-E9AA-4AE8-880E-43E81A0A6EE9},Cap,7370-86-1,ACT,1834A6B9-E9AA-4AE8-880E-43E81A0A6EE9
POINT (-122.382388761692 37.7493698227673),159,,1963-07-01T00:00:00.000,,,6,VALVE,1,,1,,2014-01-27T17:55:52.000,JAH,{7A28BF91-A9C7-4890-A14D-176FA22D5291},,7370-86-1,ACT,7A28BF91-A9C7-4890-A14D-176FA22D5291
POINT (-122.384108644688 37.7492731002472),160,,1963-07-01T00:00:00.000,,,6,VALVE,1,,1,,2014-01-27T17:55:52.000,JAH,{918EADFD-F0ED-4460-A4ED-C309506AC962},,7370-86-1,ACT,918EADFD-F0ED-4460-A4ED-C309506AC962
POINT (-122.38454030812 37.7492460621814),161,,2009-07-01T00:00:00.000,,,144,VALVE,1,,1,,2014-03-12T17:03:00.000,JAH,{D0247266-F7F7-4728-BBCD-B8A82C5410C0},"""Invert 60"""" below top of rail; """,,ACT,D0247266-F7F7-4728-BBCD-B8A82C5410C0
POINT (-122.383515828941 37.7594901760401),162,,2014-07-01T00:00:00.000,,,2.5,VALVE,1,,1,,2014-04-25T17:29:39.000,JAH,{D6629D7E-F47A-4B43-AB79-69985A27FF2D},Valve or Tee.,,ACT,D6629D7E-F47A-4B43-AB79-69985A27FF2D
POINT (-122.383349086128 37.7584123225313),163,,2014-07-01T00:00:00.000,,,2.5,VALVE,1,,1,,2014-04-25T17:29:39.000,JAH,{0FC3C1CB-5C9D-41C2-B54F-4F9F35CBEE8F},Valve or Tee.,,ACT,0FC3C1CB-5C9D-41C2-B54F-4F9F35CBEE8F
POINT (-122.387142436289 37.7742101305232),164,,,,,4,BFP,1,,1,,2014-05-29T14:06:54.000,JAH,{DD411AA9-47E0-490A-8A72-9316EE0FF7B5},,Fideld Visit,ACT,DD411AA9-47E0-490A-8A72-9316EE0FF7B5
POINT (-122.387220286506 37.7742074531232),165,,,,,1.5,BFP,1,,12,,2014-05-29T14:14:14.000,JAH,{1F6067A5-1E5F-4DE3-8BF0-1EAAE229A7D8},,Field Visit,ACT,1F6067A5-1E5F-4DE3-8BF0-1EAAE229A7D8
POINT (-122.386949613013 37.7745088486099),166,,,,,1,BFP,1,,1,,2014-05-29T14:06:54.000,JAH,{41D83E18-A2F7-4DD8-BA97-425509D307D4},On Appron,Fideld Visit,ACT,41D83E18-A2F7-4DD8-BA97-425509D307D4
POINT (-122.378568992643 37.7494715788146),167,,1992-07-01T00:00:00.000,,,0,VALVE,1,,1,,2014-01-27T17:55:52.000,JAH,{AD4B3DBC-B4B0-40E0-BD33-6DC23A136F29},,9859-80-1,ACT,AD4B3DBC-B4B0-40E0-BD33-6DC23A136F29
POINT (-122.378627682663 37.7490883512261),168,,1992-07-01T00:00:00.000,,,0,VALVE,1,,1,,2014-01-27T17:55:52.000,JAH,{3FA7EDDB-DF13-4017-A8A9-3213F665EC74},,9859-80-1,ACT,3FA7EDDB-DF13-4017-A8A9-3213F665EC74
POINT (-122.378465790184 37.7485430698893),169,,,,,2,BFP,1,,1,,2014-03-12T09:06:00.000,JAH,{6C94D8FF-E38C-4622-89EE-A681DB2341A4},BFP for Ship Water Service,Field Survey,ACT,6C94D8FF-E38C-4622-89EE-A681DB2341A4
POINT (-122.379892699501 37.7490467094202),170,,1992-07-01T00:00:00.000,,,0,VALVE,1,,1,,2014-01-27T17:55:52.000,JAH,{7331EAE1-72EE-4E78-970C-09D13FCF21EF},,9859-80-1,ACT,7331EAE1-72EE-4E78-970C-09D13FCF21EF
POINT (-122.380343609462 37.7493732349484),171,,1992-07-01T00:00:00.000,,,0,VALVE,1,,1,,2014-01-27T17:55:52.000,JAH,{487648B1-6172-4111-B079-3C768AA3F600},,9859-80-1,ACT,487648B1-6172-4111-B079-3C768AA3F600
POINT (-122.380449108823 37.7493664993462),172,,1992-07-01T00:00:00.000,,,0,VALVE,1,,1,,2014-01-27T17:55:52.000,JAH,{046CE8CB-61D7-4AB6-B1E7-7DDE338D39E9},,9859-80-1,ACT,046CE8CB-61D7-4AB6-B1E7-7DDE338D39E9
POINT (-122.381930125496 37.7507102522479),173,,1963-07-01T00:00:00.000,,,4,VALVE,1,,1,,2014-03-12T11:25:33.000,JAH,{CBDA125F-F4CB-4982-ABF7-61760603F900},Cap,7389-86-1,ACT,CBDA125F-F4CB-4982-ABF7-61760603F900
POINT (-122.415991007811 37.8090540769656),174,,,,,8,BFP,1,,12,,2014-03-27T11:59:36.000,JAH,{DF577F5D-7C6F-4184-9AE8-5664B02879D8},,,ACT,DF577F5D-7C6F-4184-9AE8-5664B02879D8
POINT (-122.375347110232 37.741008626717),175,,,,,0,VALVE,1,,1,,2010-11-15T00:00:00.000,JAH,{6969625E-D6DC-4DD9-AC89-9AB2DBEDCBA2}, ,8089-96-1,ACT,6969625E-D6DC-4DD9-AC89-9AB2DBEDCBA2
POINT (-122.376039137209 37.7409920872327),176,,,,,0,VALVE,1,,1,,2010-11-15T00:00:00.000,JAH,{CED07698-0084-420B-8C18-C1BA2D35F318}, ,8089-96-1,ACT,CED07698-0084-420B-8C18-C1BA2D35F318
POINT (-122.376611962794 37.7406524093321),177,,,,,0,VALVE,1,,1,,2010-11-15T00:00:00.000,JAH,{B524A4FD-D699-4F90-B61A-66CAEA8166A4}, ,8089-96-1,ACT,B524A4FD-D699-4F90-B61A-66CAEA8166A4
POINT (-122.373738245148 37.741599048132),178,,,,,0,VALVE,1,,1,,2010-11-15T00:00:00.000,JAH,{E1640B1B-2057-4D58-AF14-1A1087C05DDE}, ,8089-96-1,ACT,E1640B1B-2057-4D58-AF14-1A1087C05DDE
POINT (-122.387185792137 37.7735923411294),179,,,,,6,BFP,1,,1,,2014-05-29T14:06:54.000,JAH,{CAB5C929-1410-40E7-8708-6AC5D7376B37},,Fideld Visit,ACT,CAB5C929-1410-40E7-8708-6AC5D7376B37
POINT (-122.387173740288 37.7736014127975),180,,,,,8,BFP,1,,1,,2014-05-29T14:06:54.000,JAH,{FA92EF44-A214-40D2-9131-3528FEB66824},,Fideld Visit,ACT,FA92EF44-A214-40D2-9131-3528FEB66824
POINT (-122.388030167137 37.767023963153),181,,,,,0,VALVE,1,,8,,2014-07-08T16:37:30.000,JAH,{87461E44-A0E3-4FF6-BBAB-294EAE588E53},,6525-418-2,ACT,87461E44-A0E3-4FF6-BBAB-294EAE588E53
POINT (-122.384842888903 37.7606450628957),182,,,,,8,VALVE,1,,8,,2016-09-23T11:27:42.000,JAH,{1EBF7083-AB18-4057-8551-C682DFB289D8},Double check w/ meter compound and bypass double valve.,8927-349-4,ACT,1EBF7083-AB18-4057-8551-C682DFB289D8
POINT (-122.38480954602 37.7606470867084),183,,,,,8,VALVE,1,,8,,2016-09-23T11:27:42.000,JAH,{A03C4ED2-147C-419E-95BE-CEE2F2CCA2E8},Double check w/ meter compound and bypass double valve.,8927-349-4,ACT,A03C4ED2-147C-419E-95BE-CEE2F2CCA2E8
POINT (-122.384809288889 37.7606369521764),184,,,,,8,VALVE,1,,8,,2016-09-23T11:27:42.000,JAH,{130CC853-7678-467B-935E-AB94ECE3B9DD},Double check w/ meter compound and bypass double valve.,8927-349-4,ACT,130CC853-7678-467B-935E-AB94ECE3B9DD
POINT (-122.384842827616 37.7606350414882),185,,,,,8,VALVE,1,,8,,2016-09-23T11:27:42.000,JAH,{A5C0D50D-5247-41AD-8037-066A95D6B7D8},Double check w/ meter compound and bypass double valve.,8927-349-4,ACT,A5C0D50D-5247-41AD-8037-066A95D6B7D8
POINT (-122.406084608372 37.8069822147274),186,,1992-07-01T00:00:00.000,,,0,VALVE,1,,8,,2014-10-24T15:58:57.000,JAH,{7C0EBC6A-8CC7-40F2-BD3F-B9C08B35A269},,16248-4014-W,ACT,7C0EBC6A-8CC7-40F2-BD3F-B9C08B35A269
POINT (-122.405878059499 37.8068697446407),187,,1992-07-01T00:00:00.000,,,0,VALVE,1,,8,,2014-10-24T15:58:57.000,JAH,{961C9D4E-AEF0-483D-B125-9EB730E8490F},,16248-4014-W,ACT,961C9D4E-AEF0-483D-B125-9EB730E8490F
