WKT,objectid,facilityid,installdate,locdesc,rotation,diameter,valvetype,enabled,activeflag,ownedby,maintby,lastupdate,lasteditor,globalid,comments,doc_name,status,ResourceID
POINT (-122.396680545973 37.7954849858996),276,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{1FB049CD-E4E2-49A5-B702-31BE768C0526},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,1FB049CD-E4E2-49A5-B702-31BE768C0526
POINT (-122.389368654808 37.7887116247423),277,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{711B2648-CC95-49DE-B118-9489D5B080EB},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,711B2648-CC95-49DE-B118-9489D5B080EB
POINT (-122.394397521352 37.7960457581405),278,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{44EF509D-FBE9-49D8-810C-2C9722E88C47},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,44EF509D-FBE9-49D8-810C-2C9722E88C47
POINT (-122.390252370093 37.790705695504),279,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{B9111A9F-B8C4-46A4-9A7A-8C5ADA132C19},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,B9111A9F-B8C4-46A4-9A7A-8C5ADA132C19
POINT (-122.394456841543 37.796290311584),280,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{9C3F8FD3-99F7-4F71-8F1F-51AD341C66A7},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,9C3F8FD3-99F7-4F71-8F1F-51AD341C66A7
POINT (-122.396669150771 37.7954953609644),281,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{6AB251CC-134C-4721-87BE-4DE04773A295},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,6AB251CC-134C-4721-87BE-4DE04773A295
POINT (-122.394356484157 37.7960870853548),282,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{67239928-8B4B-47B3-A937-A469B5932C03},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,67239928-8B4B-47B3-A937-A469B5932C03
POINT (-122.39309661594 37.7933467195534),283,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{88237FCF-C0F0-45C4-B930-B3CBA5BA8608},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,88237FCF-C0F0-45C4-B930-B3CBA5BA8608
POINT (-122.397813975281 37.7989212594357),284,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{89413251-7639-44D4-8F79-26C1D5DC75CD},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,89413251-7639-44D4-8F79-26C1D5DC75CD
POINT (-122.38864258468 37.7901714989317),285,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{EA14377C-E291-4E8F-80EF-37D7E0EF06CF},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,EA14377C-E291-4E8F-80EF-37D7E0EF06CF
POINT (-122.394949252011 37.7944771137017),286,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{9D34B527-014E-49F0-A7DE-BF0DB6B31630},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,9D34B527-014E-49F0-A7DE-BF0DB6B31630
POINT (-122.396976682258 37.7960676225496),287,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{4FFE7733-BDE2-41BA-8098-9D65559D67D6},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,4FFE7733-BDE2-41BA-8098-9D65559D67D6
POINT (-122.391529445594 37.7918534702635),288,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{816E7B49-E9BC-4A88-9AAB-A66AD0476552},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,816E7B49-E9BC-4A88-9AAB-A66AD0476552
POINT (-122.397994911392 37.7952556653042),289,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{DAC97EFA-060A-42E9-AC1E-EC689B5B0982},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,DAC97EFA-060A-42E9-AC1E-EC689B5B0982
POINT (-122.39445735668 37.7950246516394),290,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{A4426155-9160-4D3A-B591-7D8571EB1531},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,A4426155-9160-4D3A-B591-7D8571EB1531
POINT (-122.395902985236 37.7965186755239),291,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{C9D74EB4-2937-4E08-8736-7427E4B32EAC},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,C9D74EB4-2937-4E08-8736-7427E4B32EAC
POINT (-122.396371981659 37.7981088482118),292,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{8687F05B-1415-49D5-A235-E0F17DD0DF01},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,8687F05B-1415-49D5-A235-E0F17DD0DF01
POINT (-122.389368654808 37.7887116247423),293,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{68F2FB5D-2C54-4225-BE00-A9274826C3D4},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,68F2FB5D-2C54-4225-BE00-A9274826C3D4
POINT (-122.398162962063 37.7959338134481),294,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{3727F62B-55A0-4A67-85CF-F5D4AD6A2093},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,3727F62B-55A0-4A67-85CF-F5D4AD6A2093
POINT (-122.394399791706 37.7960622759745),295,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{8A125AC1-0C4A-4D26-B3D6-C4BC534CBD1E},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,8A125AC1-0C4A-4D26-B3D6-C4BC534CBD1E
POINT (-122.390932963219 37.7913427945976),296,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{6B817665-869B-4D94-8E20-E42007E9CFF7},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,6B817665-869B-4D94-8E20-E42007E9CFF7
POINT (-122.393960890463 37.7937155329809),297,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{11ABDCE9-5BBB-43FA-B3B8-0E608641FBD5},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,11ABDCE9-5BBB-43FA-B3B8-0E608641FBD5
POINT (-122.389402230775 37.7913292114691),298,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{B77509C2-B83A-4EFF-A8A8-1100056EFB4E},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,B77509C2-B83A-4EFF-A8A8-1100056EFB4E
POINT (-122.389285701794 37.7887914691007),299,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{77396AD5-48C6-4F5C-9402-EDB7FB0374C9},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,77396AD5-48C6-4F5C-9402-EDB7FB0374C9
POINT (-122.396691236958 37.7956078119123),300,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{D43CCF8D-5B52-4049-B92E-1564A89BC7AE},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,D43CCF8D-5B52-4049-B92E-1564A89BC7AE
POINT (-122.39732791538 37.799159610081),301,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{4EA4E13C-277D-4703-A5F2-768298D6C643},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,4EA4E13C-277D-4703-A5F2-768298D6C643
POINT (-122.389702874529 37.791249717679),302,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{15077C41-1F32-4DFA-911C-4177FD370EA7},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,15077C41-1F32-4DFA-911C-4177FD370EA7
POINT (-122.390165677349 37.7907295505904),303,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{F24B756E-19D7-4730-AE33-75E16F90F583},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,F24B756E-19D7-4730-AE33-75E16F90F583
POINT (-122.388637649158 37.7901726990904),304,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{663F19F5-C473-4692-AED0-94331196B291},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,663F19F5-C473-4692-AED0-94331196B291
POINT (-122.393247464993 37.7949803624554),305,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{3FCDBAFC-0031-4423-BBEE-8D72E84E34E0},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,3FCDBAFC-0031-4423-BBEE-8D72E84E34E0
POINT (-122.393479366218 37.7942787895185),306,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{0FA4EC60-3566-46C1-8646-0F8D6D7AC293},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,0FA4EC60-3566-46C1-8646-0F8D6D7AC293
POINT (-122.397847144827 37.7953120035643),307,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{75812685-17DF-463B-B656-0B53BBE7BBF0},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,75812685-17DF-463B-B656-0B53BBE7BBF0
POINT (-122.390266059023 37.7907026219256),308,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{40AAC363-4DA8-4B30-BCC9-14529CDF0AC2},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,40AAC363-4DA8-4B30-BCC9-14529CDF0AC2
POINT (-122.398106976566 37.7956739225652),309,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{835D8ECC-5E6B-4F4B-B39C-960D48769D4D},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,835D8ECC-5E6B-4F4B-B39C-960D48769D4D
POINT (-122.390140698386 37.7908048694154),310,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{1FE26429-E124-4F7E-A482-5A2F863BE05E},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,1FE26429-E124-4F7E-A482-5A2F863BE05E
POINT (-122.389276577167 37.7888885457589),311,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{09B28E6B-92E1-4C36-8551-BF80ADC74C6F},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,09B28E6B-92E1-4C36-8551-BF80ADC74C6F
POINT (-122.396826680349 37.7954434867568),312,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{F176AAA9-7738-4A48-A939-2CBE12FC2196},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,F176AAA9-7738-4A48-A939-2CBE12FC2196
POINT (-122.389564194687 37.7887951163738),313,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{07574BBC-5034-4D93-B002-0387E9B392B1},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,07574BBC-5034-4D93-B002-0387E9B392B1
POINT (-122.398165599417 37.7962436510462),314,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{D881FE1E-0EFE-46D3-A3C7-D9796228D836},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,D881FE1E-0EFE-46D3-A3C7-D9796228D836
POINT (-122.393115577452 37.7933324382786),315,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{3A0336D5-4A4D-4B38-9C57-7648D31859BA},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,3A0336D5-4A4D-4B38-9C57-7648D31859BA
POINT (-122.392700253864 37.7935195825173),316,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{FED690C1-1DFC-4AAB-A806-2D04CFF8B5AD},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,FED690C1-1DFC-4AAB-A806-2D04CFF8B5AD
POINT (-122.398559787739 37.7988456902931),317,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{209C97FC-A0BA-4C40-83C3-3AB1799854DE},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,209C97FC-A0BA-4C40-83C3-3AB1799854DE
POINT (-122.392271526249 37.7924397151751),318,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{129591B9-04E4-4417-A66C-B52172019466},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,129591B9-04E4-4417-A66C-B52172019466
POINT (-122.41591822101 37.8089279795577),319,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{64709D8A-9296-4818-8E73-9A4AE7E28381},WATERVALVE; ; ,1498J_TaylorSt_Improvements_UT-REF,ACT,64709D8A-9296-4818-8E73-9A4AE7E28381
POINT (-122.391729793135 37.7919771671551),320,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{50BFE273-1ADD-4BC5-A3FD-8BC0342C0117},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,50BFE273-1ADD-4BC5-A3FD-8BC0342C0117
POINT (-122.398254272606 37.7961288712867),321,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{E3F3196A-5920-4F78-9875-7F71681EF3DC},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,E3F3196A-5920-4F78-9875-7F71681EF3DC
POINT (-122.39688844019 37.7963773980768),322,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{5D9DECAA-E1AA-4CED-8E37-B90630F53BF4},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,5D9DECAA-E1AA-4CED-8E37-B90630F53BF4
POINT (-122.393884196515 37.7946064727513),323,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{01ED9C4D-AAFE-4577-84CF-6E7C9C6D94D6},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,01ED9C4D-AAFE-4577-84CF-6E7C9C6D94D6
POINT (-122.398023007616 37.7952284399294),324,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{22A6423A-AC13-4B4E-A3E0-CF8D56DAFAAD},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,22A6423A-AC13-4B4E-A3E0-CF8D56DAFAAD
POINT (-122.397998640582 37.7951119614483),325,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{339545AA-8322-4B1A-818C-2C21E0BABBC4},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,339545AA-8322-4B1A-818C-2C21E0BABBC4
POINT (-122.395708772381 37.7965917163793),326,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{99DA062B-17C4-4F33-BA04-6537DB0CBD29},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,99DA062B-17C4-4F33-BA04-6537DB0CBD29
POINT (-122.397349578447 37.7991289746045),327,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{876592C8-CD57-42FF-A60B-A9FEA69D4FA2},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,876592C8-CD57-42FF-A60B-A9FEA69D4FA2
POINT (-122.39684991574 37.7954732341205),328,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{6D116A1A-FCD3-4329-8240-20C7790EDC50},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,6D116A1A-FCD3-4329-8240-20C7790EDC50
POINT (-122.389483156801 37.788948973527),329,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{A57A5030-F565-4787-9BB4-2279FFD1A0F2},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,A57A5030-F565-4787-9BB4-2279FFD1A0F2
POINT (-122.394359671524 37.7960045762346),330,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{DD67D440-61C9-438A-975D-CA063A2205C3},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,DD67D440-61C9-438A-975D-CA063A2205C3
POINT (-122.397851923513 37.7953113688047),331,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{E964B42F-AAE9-47D3-A6AD-0BB656ACE937},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,E964B42F-AAE9-47D3-A6AD-0BB656ACE937
POINT (-122.389368654808 37.7887116247423),332,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{82BB4F88-B8FD-43DB-B8BA-67F27DD8F5D0},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,82BB4F88-B8FD-43DB-B8BA-67F27DD8F5D0
POINT (-122.396213056484 37.7969128164987),333,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{4BEBEF15-9D19-4638-8075-29F63848D784},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,4BEBEF15-9D19-4638-8075-29F63848D784
POINT (-122.396867956286 37.7963801022689),334,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{53DF7421-5EB3-44F4-8C16-E608994227CE},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,53DF7421-5EB3-44F4-8C16-E608994227CE
POINT (-122.39312199062 37.7933593012968),335,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{7B06399B-59B8-4F8A-85BD-F6FF474FE781},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,7B06399B-59B8-4F8A-85BD-F6FF474FE781
POINT (-122.393098045626 37.7930977970446),336,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{2941228B-4E35-4BE5-A256-CCDE54CC36FC},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,2941228B-4E35-4BE5-A256-CCDE54CC36FC
POINT (-122.394297633607 37.7949055003093),337,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{3BC40A2C-7A31-44D8-B626-5CE0CAFE5E3E},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,3BC40A2C-7A31-44D8-B626-5CE0CAFE5E3E
POINT (-122.397308215199 37.7991361225058),338,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{1B29338E-0305-428B-B4CC-C5587F9D4760},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,1B29338E-0305-428B-B4CC-C5587F9D4760
POINT (-122.390132422414 37.7908114907848),339,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{1D9D42D5-227C-4A65-99BA-597EF72CBB07},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,1D9D42D5-227C-4A65-99BA-597EF72CBB07
POINT (-122.394402212825 37.7960509611524),340,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{C3477B7A-AC75-433D-96C3-834BB3F6563C},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,C3477B7A-AC75-433D-96C3-834BB3F6563C
POINT (-122.394021494537 37.7938330352227),341,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{B702DE24-890A-45A5-BD74-A3216CC2315F},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,B702DE24-890A-45A5-BD74-A3216CC2315F
POINT (-122.391765637112 37.7920462023856),342,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{F60F437B-23F1-4E8B-8BE8-CA69C7FCEF13},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,F60F437B-23F1-4E8B-8BE8-CA69C7FCEF13
POINT (-122.394030084299 37.7938398735112),343,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{BD419034-8FE1-44CF-9073-B9A97C04ECD3},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,BD419034-8FE1-44CF-9073-B9A97C04ECD3
POINT (-122.396957922081 37.7953922488157),344,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{C5BAF1A2-C37C-47D4-A255-9AB299A4A921},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,C5BAF1A2-C37C-47D4-A255-9AB299A4A921
POINT (-122.389332834208 37.7889739152763),345,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{191BBCE2-4AD3-40D2-9CA1-09908B8A4267},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,191BBCE2-4AD3-40D2-9CA1-09908B8A4267
POINT (-122.389981179307 37.7909317184546),346,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{6FCA0605-D987-4EFC-B12F-4DA7D2D8A471},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,6FCA0605-D987-4EFC-B12F-4DA7D2D8A471
POINT (-122.398067219055 37.7954397847608),347,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{D8114AF7-D8CF-43CB-A963-8D6B50A324C5},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,D8114AF7-D8CF-43CB-A963-8D6B50A324C5
POINT (-122.394485947444 37.795048900753),348,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{93BF302B-0AEA-44D4-B394-7D2D9DB76E2A},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,93BF302B-0AEA-44D4-B394-7D2D9DB76E2A
POINT (-122.390206443428 37.7907764169391),349,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{D98AF71B-2548-45DC-B92A-5B3253DCE369},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,D98AF71B-2548-45DC-B92A-5B3253DCE369
POINT (-122.390264236291 37.7908083945081),350,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{B4FC515B-B635-43D5-BF22-55AD4EC63640},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,B4FC515B-B635-43D5-BF22-55AD4EC63640
POINT (-122.391580718828 37.7918620797981),351,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{D0F19C1B-EAF8-4AD6-B7BA-E9573807EDDE},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,D0F19C1B-EAF8-4AD6-B7BA-E9573807EDDE
POINT (-122.397322693019 37.7991533369764),352,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{709A06E7-F753-44F9-8254-E756E3F9A2C2},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,709A06E7-F753-44F9-8254-E756E3F9A2C2
POINT (-122.398035423849 37.7962347489506),353,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{82638248-1E9C-4419-9092-8FF85BEEB0E5},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,82638248-1E9C-4419-9092-8FF85BEEB0E5
POINT (-122.3900467572 37.7906354150194),354,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{7BCB006F-3043-48FE-8459-D7B7C5D17DB6},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,7BCB006F-3043-48FE-8459-D7B7C5D17DB6
POINT (-122.391740634733 37.7919842840008),355,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{EAC69E89-0355-4AD7-84C0-624DAA5EC0CC},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,EAC69E89-0355-4AD7-84C0-624DAA5EC0CC
POINT (-122.391729793135 37.7919771671551),356,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{854BA927-2D5D-4B9D-B355-2A077774D3C2},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,854BA927-2D5D-4B9D-B355-2A077774D3C2
POINT (-122.39733832271 37.7991353587243),357,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{302E0101-8615-47E2-9D9D-0B188C9F3EA6},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,302E0101-8615-47E2-9D9D-0B188C9F3EA6
POINT (-122.393281407886 37.7949585579596),358,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{4961E627-5704-4428-938C-B95AA02C5025},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,4961E627-5704-4428-938C-B95AA02C5025
POINT (-122.396982723891 37.7958888605784),359,,,,,0,VALVE,1,,0,,2011-02-03T00:00:00.000,JS,{54C36CEC-EB50-41FD-9F05-A79321CAF0F4},E-UTIL14$0$U-W-SFWD-WV; ; ,Mid Embarcadero Renovation,UNK,54C36CEC-EB50-41FD-9F05-A79321CAF0F4